,time,pressure,fr_temp,fr_temp_ADC,sr_temp,sr_temp_ADC,temp_ref,par,fluor,tilt,datetime
14,420,-4.8675537109375,-273.1499990814298,28328,-273.14999908265065,28458,8547,0.0,-10.585774012,179,2021-02-26 18:07:00
15,450,-4.8675537109375,-273.14999908159933,28346,-273.1499990828565,28480,8547,0.0,-10.56485351,179,2021-02-26 18:07:30
16,480,-4.8675537109375,-273.1499990817593,28363,-273.149999082978,28493,8547,0.0,-10.56485351,179,2021-02-26 18:08:00
17,510,-4.8675537109375,-273.1499990819097,28379,-273.14999908315554,28512,8547,0.0,-10.56485351,179,2021-02-26 18:08:30
18,540,-4.8675537109375,-273.1499990820788,28397,-273.1499990833142,28529,8547,0.0,-10.56485351,180,2021-02-26 18:09:00
19,570,-4.8675537109375,-273.1499990822383,28414,-273.14999908346334,28545,8547,0.0,-10.56485351,180,2021-02-26 18:09:30
20,600,-4.8675537109375,-273.1499990824165,28433,-273.14999908361244,28561,8547,0.0,-10.56485351,179,2021-02-26 18:10:00
21,630,-4.8675537109375,-273.1499990825664,28449,-273.14999908376143,28577,8547,0.0,-10.56485351,179,2021-02-26 18:10:30
22,660,-4.8675537109375,-273.1499990827349,28467,-273.1499990839289,28595,8547,0.0,-10.56485351,179,2021-02-26 18:11:00
23,690,-4.8675537109375,-273.14999908290326,28485,-273.1499990840683,28610,8547,0.0,-10.56485351,179,2021-02-26 18:11:30
24,720,-4.8675537109375,-273.14999908306214,28502,-273.1499990842541,28630,8547,0.0,-10.585774012,179,2021-02-26 18:12:00
25,750,-4.8675537109375,-273.14999908322085,28519,-273.14999908443036,28649,8547,0.0,-10.585774012,179,2021-02-26 18:12:30
26,780,-4.8675537109375,-273.1499990833515,28533,-273.1499990845787,28665,8547,0.0,-10.56485351,179,2021-02-26 18:13:00
27,810,-4.8675537109375,-273.1499990835379,28553,-273.1499990847547,28684,8547,0.0,-10.585774012,179,2021-02-26 18:13:30
28,840,-4.8675537109375,-273.14999908368696,28569,-273.14999908491205,28701,8547,0.0,-10.585774012,179,2021-02-26 18:14:00
29,870,-4.8675537109375,-273.1499990838545,28587,-273.1499990850693,28718,8547,0.0,-10.56485351,179,2021-02-26 18:14:30
30,900,-4.8675537109375,-273.14999908401256,28604,-273.1499990851802,28730,8547,0.0,-10.585774012,179,2021-02-26 18:15:00
31,930,-4.8675537109375,-273.14999908417053,28621,-273.1499990853741,28751,8547,0.0,-10.56485351,179,2021-02-26 18:15:30
32,960,-4.8675537109375,-273.14999908431906,28637,-273.1499990855125,28766,8547,0.0,-10.585774012,179,2021-02-26 18:16:00
33,990,-4.8675537109375,-273.14999908447675,28654,-273.1499990856784,28784,8547,0.0,-10.585774012,179,2021-02-26 18:16:30
34,1020,-4.8675537109375,-273.1499990846436,28672,-273.1499990858074,28798,8547,0.0,-10.585774012,179,2021-02-26 18:17:00
35,1050,-4.8675537109375,-273.1499990847825,28687,-273.14999908598224,28817,8547,0.0,-10.585774012,179,2021-02-26 18:17:30
36,1080,-4.8675537109375,-273.1499990849398,28704,-273.14999908616613,28837,8547,0.0,-10.56485351,179,2021-02-26 18:18:00
37,1110,-4.8675537109375,-273.1499990851155,28723,-273.149999086304,28852,8547,0.0,-10.585774012,179,2021-02-26 18:18:30
38,1140,-4.8675537109375,-273.1499990852633,28739,-273.1499990864784,28871,8547,0.0,-10.585774012,179,2021-02-26 18:19:00
39,1170,-4.8675537109375,-273.14999908542023,28756,-273.14999908665266,28890,8547,0.0,-10.56485351,179,2021-02-26 18:19:30
40,1200,-4.8675537109375,-273.1499990855862,28774,-273.14999908678095,28904,8547,0.0,-10.585774012,179,2021-02-26 18:20:00
41,1230,-4.8675537109375,-273.14999908573367,28790,-273.14999908695495,28923,8547,0.0,-10.56485351,179,2021-02-26 18:20:30
42,1260,-4.8675537109375,-273.1499990858902,28807,-273.1499990871288,28942,8547,0.0,-10.56485351,179,2021-02-26 18:21:00
43,1290,-4.8675537109375,-273.14999908603744,28823,-273.1499990872842,28959,8547,0.0,-10.585774012,179,2021-02-26 18:21:30
44,1320,-4.8675537109375,-273.1499990862029,28841,-273.1499990874121,28973,8547,0.0,-10.585774012,179,2021-02-26 18:22:00
45,1350,-4.8675537109375,-273.14999908635906,28858,-273.14999908753987,28987,8547,0.0,-10.56485351,179,2021-02-26 18:22:30
46,1380,-4.8675537109375,-273.1499990865243,28876,-273.14999908769494,29004,8547,0.0,-10.56485351,179,2021-02-26 18:23:00
47,1410,-4.8675537109375,-273.14999908669853,28895,-273.14999908787723,29024,8547,0.0,-10.56485351,179,2021-02-26 18:23:30
48,1440,-4.8675537109375,-273.14999908684507,28911,-273.1499990880229,29040,8547,0.0,-10.56485351,179,2021-02-26 18:24:00
49,1470,-4.8675537109375,-273.1499990869824,28926,-273.1499990881321,29052,8547,0.0,-10.56485351,179,2021-02-26 18:24:30
50,1500,-4.8675537109375,-273.1499990871654,28946,-273.1499990882867,29069,8547,0.0,-10.56485351,179,2021-02-26 18:25:00
51,1530,-4.8675537109375,-273.14999908729334,28960,-273.1499990885047,29093,8547,0.0,-10.56485351,179,2021-02-26 18:25:30
52,1560,-4.8675537109375,-273.1499990874395,28976,-273.1499990886499,29109,8547,0.0,-10.56485351,179,2021-02-26 18:26:00
53,1590,-4.8675537109375,-273.14999908761285,28995,-273.14999908881316,29127,8547,0.0,-10.56485351,179,2021-02-26 18:26:30
54,1620,-4.8675537109375,-273.14999908776787,29012,-273.1499990889672,29144,8547,0.0,-10.56485351,179,2021-02-26 18:27:00
55,1650,-4.8675537109375,-273.1499990878954,29026,-273.14999908909397,29158,8547,0.0,-10.585774012,179,2021-02-26 18:27:30
56,1680,-4.8675537109375,-273.1499990880593,29044,-273.14999908922965,29173,8547,0.0,-10.585774012,179,2021-02-26 18:28:00
57,1710,-4.8675537109375,-273.1499990882049,29060,-273.14999908942855,29195,8547,0.0,-10.56485351,179,2021-02-26 18:28:30
58,1740,-4.8675537109375,-273.14999908837757,29079,-273.14999908957304,29211,8547,0.0,-10.585774012,179,2021-02-26 18:29:00
59,1770,-4.8675537109375,-273.14999908852286,29095,-273.1499990897175,29227,8547,0.0,-10.56485351,179,2021-02-26 18:29:30
60,1800,-4.8675537109375,-273.14999908867713,29112,-273.14999908982566,29239,8547,0.0,-10.56485351,179,2021-02-26 18:30:00
61,1830,-4.8675537109375,-273.1499990888313,29129,-273.14999909001494,29260,8547,0.0,-10.56485351,179,2021-02-26 18:30:30
62,1860,-4.8675537109375,-273.1499990889944,29147,-273.149999090168,29277,8547,0.0,-10.56485351,179,2021-02-26 18:31:00
63,1890,-4.8675537109375,-273.1499990891301,29162,-273.149999090294,29291,8547,0.0,-10.56485351,179,2021-02-26 18:31:30
64,1920,-4.8675537109375,-273.149999089293,29180,-273.1499990904648,29310,8547,0.0,-10.56485351,179,2021-02-26 18:32:00
65,1950,-4.8675537109375,-273.1499990894466,29197,-273.14999909063545,29329,8547,0.0,-10.56485351,179,2021-02-26 18:32:30
66,1980,-4.8675537109375,-273.1499990895911,29213,-273.14999909077903,29345,8547,0.0,-10.56485351,179,2021-02-26 18:33:00
67,2010,-4.8675537109375,-273.1499990897535,29231,-273.1499990909136,29360,8547,0.0,-10.56485351,179,2021-02-26 18:33:30
68,2040,-4.8675537109375,-273.14999908992485,29250,-273.1499990910659,29377,8547,0.0,-10.56485351,179,2021-02-26 18:34:00
69,2070,-4.8675537109375,-273.149999090051,29264,-273.14999909121815,29394,8547,0.0,-10.56485351,179,2021-02-26 18:34:30
70,2100,-4.8675537109375,-273.149999090195,29280,-273.149999091406,29415,8547,0.0,-10.56485351,179,2021-02-26 18:35:00
71,2130,-4.8675537109375,-273.1499990903749,29300,-273.14999909153113,29429,8547,0.0,-10.56485351,179,2021-02-26 18:35:30
72,2160,-4.8675537109375,-273.1499990905097,29315,-273.14999909169194,29447,8547,0.0,-10.56485351,179,2021-02-26 18:36:00
73,2190,-4.8675537109375,-273.1499990906714,29333,-273.14999909184365,29464,8547,0.0,-10.56485351,179,2021-02-26 18:36:30
74,2220,-4.8675537109375,-273.1499990908059,29348,-273.14999909198633,29480,8547,0.0,-10.56485351,179,2021-02-26 18:37:00
75,2250,-4.8675537109375,-273.14999909096736,29366,-273.1499990920844,29491,8547,0.0,-10.56485351,179,2021-02-26 18:37:30
76,2280,-4.8675537109375,-273.1499990911286,29384,-273.14999909225355,29510,8547,0.0,-10.585774012,179,2021-02-26 18:38:00
77,2310,-4.8675537109375,-273.1499990912897,29402,-273.1499990924493,29532,8547,0.0,-10.56485351,179,2021-02-26 18:38:30
78,2340,-4.8675537109375,-273.14999909142387,29417,-273.1499990926182,29551,8547,0.0,-10.585774012,179,2021-02-26 18:39:00
79,2370,-4.8675537109375,-273.1499990915758,29434,-273.1499990927248,29563,8547,0.0,-10.585774012,179,2021-02-26 18:39:30
80,2400,-4.8675537109375,-273.1499990917187,29450,-273.1499990929112,29584,8547,0.0,-10.56485351,179,2021-02-26 18:40:00
81,2430,-4.8675537109375,-273.14999909189714,29470,-273.14999909302645,29597,8547,0.0,-10.56485351,179,2021-02-26 18:40:30
82,2460,-4.8675537109375,-273.1499990920398,29486,-273.14999909321256,29618,8547,0.0,-10.585774012,179,2021-02-26 18:41:00
83,2490,-4.8675537109375,-273.14999909219125,29503,-273.1499990933542,29634,8547,0.0,-10.585774012,179,2021-02-26 18:41:30
84,2520,-4.8675537109375,-273.1499990923248,29518,-273.1499990935223,29653,8547,0.0,-10.56485351,179,2021-02-26 18:42:00
85,2550,-4.8675537109375,-273.14999909250264,29538,-273.1499990936902,29672,8547,0.0,-10.56485351,179,2021-02-26 18:42:30
86,2580,-4.8675537109375,-273.14999909262707,29552,-273.1499990938227,29687,8547,0.0,-10.56485351,179,2021-02-26 18:43:00
87,2610,-4.8675537109375,-273.14999909279584,29571,-273.1499990939904,29706,8547,0.0,-10.56485351,179,2021-02-26 18:43:30
88,2640,-4.8675537109375,-273.1499990929644,29590,-273.149999094105,29719,8547,0.0,-10.56485351,179,2021-02-26 18:44:00
89,2670,-4.8675537109375,-273.1499990930708,29602,-273.1499990942372,29734,8547,0.0,-10.56485351,179,2021-02-26 18:44:30
90,2700,-4.8675537109375,-273.14999909324797,29622,-273.1499990944133,29754,8547,0.0,-10.56485351,179,2021-02-26 18:45:00
91,2730,-4.8675537109375,-273.1499990934073,29640,-273.14999909455406,29770,8547,0.0,-10.585774012,179,2021-02-26 18:45:30
92,2760,-4.8675537109375,-273.14999909355765,29657,-273.1499990947035,29787,8547,0.0,-10.585774012,179,2021-02-26 18:46:00
93,2790,-4.8675537109375,-273.14999909372557,29676,-273.14999909485283,29804,8547,0.0,-10.585774012,179,2021-02-26 18:46:30
94,2820,-4.8675537109375,-273.1499990938845,29694,-273.1499990950196,29823,8547,0.0,-10.56485351,179,2021-02-26 18:47:00
95,2850,-4.8675537109375,-273.149999094008,29708,-273.14999909516865,29840,8547,0.0,-10.56485351,179,2021-02-26 18:47:30
96,2880,-4.8675537109375,-273.14999909417554,29727,-273.14999909533515,29859,8547,0.0,-10.56485351,179,2021-02-26 18:48:00
97,2910,-4.8675537109375,-273.14999909432527,29744,-273.14999909546646,29874,8547,0.0,-10.56485351,179,2021-02-26 18:48:30
98,2940,-4.8675537109375,-273.14999909446607,29760,-273.14999909560646,29890,8547,0.0,-10.56485351,179,2021-02-26 18:49:00
99,2970,-4.8675537109375,-273.149999094642,29780,-273.14999909579876,29912,8547,0.0,-10.56485351,179,2021-02-26 18:49:30
100,3000,-4.8675537109375,-273.14999909480014,29798,-273.149999095956,29930,8547,0.0,-10.585774012,179,2021-02-26 18:50:00
101,3030,-4.8675537109375,-273.1499990949406,29814,-273.1499990961043,29947,8547,0.0,-10.56485351,179,2021-02-26 18:50:30
102,3060,-4.8675537109375,-273.1499990951161,29834,-273.14999909626994,29966,8547,0.0,-10.56485351,179,2021-02-26 18:51:00
103,3090,-4.8675537109375,-273.1499990952388,29848,-273.1499990964094,29982,8547,0.0,-10.585774012,179,2021-02-26 18:51:30
104,3120,-4.8675537109375,-273.14999909538767,29865,-273.14999909653994,29997,8547,0.0,-10.56485351,179,2021-02-26 18:52:00
105,3150,-4.8675537109375,-273.14999909554524,29883,-273.1499990966878,30014,8547,0.0,-10.56485351,179,2021-02-26 18:52:30
106,3180,-4.8675537109375,-273.14999909570264,29901,-273.1499990968703,30035,8547,0.0,-10.56485351,179,2021-02-26 18:53:00
107,3210,-4.8675537109375,-273.1499990958512,29918,-273.14999909705267,30056,8547,0.0,-10.585774012,179,2021-02-26 18:53:30
108,3240,-4.8675537109375,-273.14999909600834,29936,-273.14999909709604,30061,8547,0.0,-10.585774012,179,2021-02-26 18:54:00
109,3270,-4.8675537109375,-273.14999909616535,29954,-273.14999909727817,30082,8547,0.0,-10.56485351,179,2021-02-26 18:54:30
110,3300,-4.8675537109375,-273.14999909630484,29970,-273.14999909747746,30105,8547,0.0,-10.56485351,179,2021-02-26 18:55:00
111,3330,-4.8675537109375,-273.14999909645286,29987,-273.14999909761593,30121,8547,0.0,-10.56485351,179,2021-02-26 18:55:30
112,3360,-4.8675537109375,-273.1499990966182,30006,-273.14999909773707,30135,8547,0.0,-10.56485351,179,2021-02-26 18:56:00
113,3390,-4.8675537109375,-273.14999909675737,30022,-273.1499990979013,30154,8547,0.0,-10.56485351,179,2021-02-26 18:56:30
114,3420,-4.8675537109375,-273.14999909691375,30040,-273.14999909805675,30172,8547,0.0,-10.56485351,179,2021-02-26 18:57:00
115,3450,-4.8675537109375,-273.1499990970787,30059,-273.14999909821205,30190,8547,0.0,-10.56485351,179,2021-02-26 18:57:30
116,3480,-4.8675537109375,-273.14999909722616,30076,-273.14999909835,30206,8547,0.0,-10.56485351,179,2021-02-26 18:58:00
117,3510,-4.8675537109375,-273.1499990973735,30093,-273.1499990985137,30225,8547,0.0,-10.56485351,179,2021-02-26 18:58:30
118,3540,-4.8675537109375,-273.1499990975208,30110,-273.14999909865145,30241,8547,0.0,-10.56485351,179,2021-02-26 18:59:00
119,3570,-4.8675537109375,-273.1499990976938,30130,-273.1499990987805,30256,8547,0.0,-10.56485351,179,2021-02-26 18:59:30
120,3600,-4.8675537109375,-273.14999909783216,30146,-273.1499990989696,30278,8547,0.0,-10.56485351,179,2021-02-26 19:00:00
121,3630,-4.8675537109375,-273.1499990979704,30162,-273.1499990990898,30292,8547,0.0,-10.56485351,179,2021-02-26 19:00:30
122,3660,-4.8675537109375,-273.1499990981172,30179,-273.14999909927,30313,8547,0.0,-10.56485351,180,2021-02-26 19:01:00
123,3690,-4.8675537109375,-273.14999909826383,30196,-273.1499990993729,30325,8547,0.0,-10.56485351,179,2021-02-26 19:01:30
124,3720,-4.8675537109375,-273.1499990984276,30215,-273.14999909951,30341,8547,0.0,-10.56485351,179,2021-02-26 19:02:00
125,3750,-4.8675537109375,-273.14999909857397,30232,-273.1499990996898,30362,8547,0.0,-10.56485351,179,2021-02-26 19:02:30
126,3780,-4.8675537109375,-273.14999909872887,30250,-273.1499990998609,30382,8547,0.0,-10.56485351,179,2021-02-26 19:03:00
127,3810,-4.8675537109375,-273.1499990988665,30266,-273.14999909998915,30397,8547,0.0,-10.56485351,179,2021-02-26 19:03:30
128,3840,-4.8675537109375,-273.14999909900394,30282,-273.1499991001685,30418,8547,0.0,-10.56485351,179,2021-02-26 19:04:00
129,3870,-4.8675537109375,-273.1499990991499,30299,-273.149999100305,30434,8547,0.0,-10.56485351,179,2021-02-26 19:04:30
130,3900,-4.8675537109375,-273.14999909929577,30316,-273.14999910040734,30446,8547,0.0,-10.56485351,179,2021-02-26 19:05:00
131,3930,-4.8675537109375,-273.1499990994586,30335,-273.1499991005522,30463,8547,0.0,-10.56485351,179,2021-02-26 19:05:30
132,3960,-4.8675537109375,-273.1499990995871,30350,-273.1499991006544,30475,8547,0.0,-10.56485351,179,2021-02-26 19:06:00
133,3990,-4.8675537109375,-273.1499990997412,30368,-273.1499991008416,30497,8547,0.0,-10.56485351,179,2021-02-26 19:06:30
134,4020,-4.8675537109375,-273.14999909988654,30385,-273.14999910102864,30519,8547,0.0,-10.56485351,179,2021-02-26 19:07:00
135,4050,-4.8675537109375,-273.1499991000062,30399,-273.1499991011561,30534,8547,0.0,-10.56485351,179,2021-02-26 19:07:30
136,4080,-4.8675537109375,-273.1499991002026,30422,-273.14999910131735,30553,8547,0.0,-10.585774012,179,2021-02-26 19:08:00
137,4110,-4.8675537109375,-273.1499991003221,30436,-273.1499991014615,30570,8547,0.0,-10.585774012,180,2021-02-26 19:08:30
138,4140,-4.8675537109375,-273.1499991004755,30454,-273.14999910160554,30587,8547,0.0,-10.56485351,179,2021-02-26 19:09:00
139,4170,-4.8675537109375,-273.1499991006118,30470,-273.14999910174106,30603,8547,0.0,-10.56485351,179,2021-02-26 19:09:30
140,4200,-4.8675537109375,-273.14999910076506,30488,-273.1499991018849,30620,8547,0.0,-10.56485351,179,2021-02-26 19:10:00
141,4230,-4.8675537109375,-273.14999910090114,30504,-273.1499991020455,30639,8547,0.0,-10.56485351,179,2021-02-26 19:10:30
142,4260,-4.8675537109375,-273.14999910105416,30522,-273.1499991021723,30654,8547,0.0,-10.56485351,179,2021-02-26 19:11:00
143,4290,-4.8675537109375,-273.14999910119,30538,-273.14999910229045,30668,8547,0.0,-10.56485351,179,2021-02-26 19:11:30
144,4320,-4.8675537109375,-273.1499991013343,30555,-273.14999910246763,30689,8547,0.0,-10.56485351,179,2021-02-26 19:12:00
145,4350,-4.8675537109375,-273.1499991015039,30575,-273.14999910256876,30701,8547,0.0,-10.56485351,179,2021-02-26 19:12:30
146,4380,-4.8675537109375,-273.14999910163095,30590,-273.14999910275407,30723,8547,0.0,-10.56485351,179,2021-02-26 19:13:00
147,4410,-4.8675537109375,-273.1499991017749,30607,-273.14999910290555,30741,8547,0.0,-10.56485351,179,2021-02-26 19:13:30
148,4440,-4.8675537109375,-273.1499991019018,30622,-273.1499991030233,30755,8547,0.0,-10.585774012,179,2021-02-26 19:14:00
149,4470,-4.8675537109375,-273.14999910207086,30642,-273.14999910314936,30770,8547,0.0,-10.585774012,179,2021-02-26 19:14:30
150,4500,-4.8675537109375,-273.14999910220604,30658,-273.1499991033089,30789,8547,0.0,-10.585774012,179,2021-02-26 19:15:00
151,4530,-4.8675537109375,-273.149999102358,30676,-273.14999910343477,30804,8547,0.0,-10.585774012,179,2021-02-26 19:15:30
152,4560,-4.8675537109375,-273.14999910250134,30693,-273.149999103569,30820,8547,0.0,-10.56485351,179,2021-02-26 19:16:00
153,4590,-4.8675537109375,-273.1499991026362,30709,-273.1499991037449,30841,8547,0.0,-10.56485351,179,2021-02-26 19:16:30
154,4620,-4.8675537109375,-273.14999910277095,30725,-273.14999910387047,30856,8547,0.0,-10.585774012,180,2021-02-26 19:17:00
155,4650,-4.8675537109375,-273.1499991029224,30743,-273.14999910402105,30874,8547,0.0,-10.56485351,179,2021-02-26 19:17:30
156,4680,-4.8675537109375,-273.14999910306534,30760,-273.1499991041715,30892,8547,0.0,-10.56485351,179,2021-02-26 19:18:00
157,4710,-4.8675537109375,-273.14999910319136,30775,-273.14999910428844,30906,8547,0.0,-10.56485351,180,2021-02-26 19:18:30
158,4740,-4.8675537109375,-273.1499991033257,30791,-273.1499991044053,30920,8547,0.0,-10.56485351,179,2021-02-26 19:19:00
159,4770,-4.8675537109375,-273.1499991034935,30811,-273.1499991046055,30944,8547,0.0,-10.56485351,179,2021-02-26 19:19:30
160,4800,-4.8675537109375,-273.149999103569,30820,-273.14999910465554,30950,8547,0.0,-10.585774012,179,2021-02-26 19:20:00
161,4830,-4.8675537109375,-273.14999910365276,30830,-273.1499991048055,30968,8547,0.0,-10.56485351,179,2021-02-26 19:20:30
162,4860,-4.8675537109375,-273.14999910372813,30839,-273.14999910483044,30971,8547,0.0,-10.585774012,180,2021-02-26 19:21:00
163,4890,-4.8675537109375,-273.14999910375326,30842,-273.14999910489706,30979,8547,0.0,-10.585774012,180,2021-02-26 19:21:30
164,4920,-4.8675537109375,-273.14999910375326,30842,-273.1499991048887,30978,8547,0.0,-10.56485351,179,2021-02-26 19:22:00
165,4950,-4.8675537109375,-273.14999910379515,30847,-273.14999910487205,30976,8547,0.0,-10.56485351,179,2021-02-26 19:22:30
166,4980,-4.8675537109375,-273.1499991038119,30849,-273.14999910491366,30981,8547,0.0,-10.56485351,179,2021-02-26 19:23:00
167,5010,-4.8675537109375,-273.14999910379515,30847,-273.1499991049303,30983,8547,0.0,-10.56485351,179,2021-02-26 19:23:30
168,5040,-4.8675537109375,-273.1499991038119,30849,-273.1499991049636,30987,8547,0.0,-10.56485351,179,2021-02-26 19:24:00
169,5070,-4.8675537109375,-273.14999910382863,30851,-273.14999910494697,30985,8547,0.0,-10.56485351,179,2021-02-26 19:24:30
170,5100,-4.8675537109375,-273.1499991038119,30849,-273.1499991049886,30990,8547,0.0,-10.56485351,179,2021-02-26 19:25:00
171,5130,-4.8675537109375,-273.1499991038119,30849,-273.14999910494697,30985,8547,0.0,-10.585774012,179,2021-02-26 19:25:30
172,5160,-4.8675537109375,-273.14999910385376,30854,-273.14999910495527,30986,8547,0.0,-10.585774012,179,2021-02-26 19:26:00
173,5190,-4.8675537109375,-273.149999103837,30852,-273.1499991049636,30987,8547,0.0,-10.56485351,179,2021-02-26 19:26:30
174,5220,-4.8675537109375,-273.1499991038203,30850,-273.14999910490536,30980,8547,0.0,-10.585774012,179,2021-02-26 19:27:00
175,5250,-4.8675537109375,-273.1499991038454,30853,-273.14999910495527,30986,8547,0.0,-10.56485351,179,2021-02-26 19:27:30
176,5280,-4.8675537109375,-273.1499991038203,30850,-273.1499991049719,30988,8547,0.0,-10.56485351,179,2021-02-26 19:28:00
177,5310,-4.8675537109375,-273.1499991038035,30848,-273.14999910494697,30985,8547,0.0,-10.585774012,179,2021-02-26 19:28:30
178,5340,-4.8675537109375,-273.14999910382863,30851,-273.14999910495527,30986,8547,0.0,-10.56485351,179,2021-02-26 19:29:00
179,5370,-4.8675537109375,-273.1499991038454,30853,-273.14999910494697,30985,8547,0.0,-10.56485351,179,2021-02-26 19:29:30
180,5400,-4.8675537109375,-273.14999910382863,30851,-273.1499991049803,30989,8547,0.0,-10.56485351,179,2021-02-26 19:30:00
181,5430,-4.8675537109375,-273.14999910382863,30851,-273.14999910495527,30986,8547,0.0,-10.56485351,179,2021-02-26 19:30:30
182,5460,-4.8675537109375,-273.1499991038454,30853,-273.14999910495527,30986,8547,0.0,-10.56485351,179,2021-02-26 19:31:00
183,5490,-4.8675537109375,-273.14999910382863,30851,-273.1499991049636,30987,8547,0.0,-10.56485351,179,2021-02-26 19:31:30
184,5520,-4.8675537109375,-273.14999910382863,30851,-273.1499991049803,30989,8547,0.0,-10.56485351,179,2021-02-26 19:32:00
185,5550,-4.8675537109375,-273.14999910382863,30851,-273.1499991049969,30991,8547,0.0,-10.56485351,179,2021-02-26 19:32:30
186,5580,-4.8675537109375,-273.1499991038621,30855,-273.1499991049969,30991,8547,0.0,-10.56485351,179,2021-02-26 19:33:00
187,5610,-4.8675537109375,-273.1499991038203,30850,-273.14999910495527,30986,8547,0.0,-10.56485351,179,2021-02-26 19:33:30
188,5640,-4.8675537109375,-273.149999103837,30852,-273.1499991049803,30989,8547,0.0,-10.56485351,179,2021-02-26 19:34:00
189,5670,-4.8675537109375,-273.14999910385376,30854,-273.14999910501353,30993,8547,0.0,-10.56485351,179,2021-02-26 19:34:30
190,5700,-4.8675537109375,-273.1499991038454,30853,-273.1499991049886,30990,8547,0.0,-10.56485351,179,2021-02-26 19:35:00
191,5730,-4.8675537109375,-273.14999910382863,30851,-273.1499991049636,30987,8547,0.0,-10.56485351,179,2021-02-26 19:35:30
192,5760,-4.8675537109375,-273.14999910385376,30854,-273.1499991049719,30988,8547,0.0,-10.56485351,179,2021-02-26 19:36:00
193,5790,-4.8675537109375,-273.1499991038621,30855,-273.1499991049803,30989,8547,0.0,-10.56485351,179,2021-02-26 19:36:30
194,5820,-4.8675537109375,-273.149999103837,30852,-273.1499991049886,30990,8547,0.0,-10.56485351,179,2021-02-26 19:37:00
195,5850,-4.8675537109375,-273.1499991038454,30853,-273.14999910500524,30992,8547,0.0,-10.56485351,179,2021-02-26 19:37:30
196,5880,-4.8675537109375,-273.1499991038621,30855,-273.1499991049969,30991,8547,0.0,-10.56485351,179,2021-02-26 19:38:00
197,5910,-4.8675537109375,-273.149999103837,30852,-273.14999910501353,30993,8547,0.0,-10.56485351,180,2021-02-26 19:38:30
198,5940,-4.8675537109375,-273.149999103837,30852,-273.1499991049969,30991,8547,0.0,-10.56485351,179,2021-02-26 19:39:00
199,5970,-4.8675537109375,-273.1499991038621,30855,-273.14999910501353,30993,8547,0.0,-10.56485351,179,2021-02-26 19:39:30
200,6000,-4.8675537109375,-273.14999910385376,30854,-273.14999910502183,30994,8547,0.0,-10.56485351,179,2021-02-26 19:40:00
201,6030,-4.8675537109375,-273.1499991038454,30853,-273.1499991049636,30987,8547,0.0,-10.56485351,180,2021-02-26 19:40:30
202,6060,-4.8675537109375,-273.149999103837,30852,-273.1499991049636,30987,8547,0.0,-10.56485351,179,2021-02-26 19:41:00
203,6090,-4.8675537109375,-273.1499991038621,30855,-273.1499991049803,30989,8547,0.0,-10.56485351,180,2021-02-26 19:41:30
204,6120,-4.8675537109375,-273.14999910382863,30851,-273.1499991049886,30990,8547,0.0,-10.56485351,179,2021-02-26 19:42:00
205,6150,-4.8675537109375,-273.149999103837,30852,-273.1499991049803,30989,8547,0.0,-10.56485351,179,2021-02-26 19:42:30
206,6180,-4.8675537109375,-273.1499991038454,30853,-273.14999910494697,30985,8547,0.0,-10.56485351,178,2021-02-26 19:43:00
207,6210,-4.8675537109375,-273.1499991038621,30855,-273.1499991050302,30995,8547,0.0,-10.56485351,179,2021-02-26 19:43:30
