,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
18,64800,8.130493164,3.564109533,23292,3.574684829,23138,8514,0,0,2,10/1/2019 18:00,3.00434E+14,59.7807,172.8528
19,68400,8.139953613,3.551134601,23307,3.561648335,23153,8514,0,0,3,10/1/2019 19:00,3.00434E+14,59.7807,172.8528
20,72000,8.130187988,3.542489817,23317,3.552962579,23163,8514,0,0,1,10/1/2019 20:00,3.00434E+14,59.7807,172.8528
21,75600,8.123779297,3.529530389,23332,3.539941794,23178,8514,0,0,2,10/1/2019 21:00,3.00434E+14,59.7807,172.8528
22,79200,8.110046387,3.518306395,23345,3.529531941,23190,8514,0,0,1,10/1/2019 22:00,3.00434E+14,59.7807,172.8528
23,82800,8.099365234,3.520895929,23342,3.530399199,23189,8514,0,0,2,10/1/2019 23:00,3.00434E+14,59.7807,172.8528
24,86400,8.089294434,3.535576966,23325,3.545148978,23172,8514,0,0,1,10/2/2019 00:00,3.00434E+14,59.7807,172.8528
25,90000,8.086853027,3.526939618,23335,3.537338767,23181,8514,0,0,0,10/2/2019 01:00,3.00434E+14,59.7807,172.8528
26,93600,8.089904785,3.514854261,23349,3.525196277,23195,8514,0,0,0,10/2/2019 02:00,3.00434E+14,59.7807,172.8528
27,97200,8.100280762,3.526939618,23335,3.536471174,23182,8514,0,0,0,10/2/2019 03:00,3.00434E+14,59.7807,172.8528
28,100800,8.118286133,3.545082818,23314,3.554699395,23161,8514,0,0,1,10/2/2019 04:00,3.00434E+14,59.7807,172.8528
29,104400,8.12713623,3.548540731,23310,3.55817353,23157,8514,0,0,0,10/2/2019 05:00,3.00434E+14,59.7807,172.8528
30,108000,8.132324219,3.532121531,23329,3.541677355,23176,8514,0,0,2,10/2/2019 06:00,3.00434E+14,59.7807,172.8528
31,111600,8.132629395,3.513128441,23351,3.523462304,23197,8514,0,0,1,10/2/2019 07:00,3.00434E+14,59.7807,172.8528
32,115200,8.117980957,3.508814612,23356,3.519128101,23202,8514,0,0,1,10/2/2019 08:00,3.00434E+14,59.7807,172.8528
33,118800,8.098449707,3.521759189,23341,3.531266498,23188,8514,0,0,2,10/2/2019 09:00,3.00434E+14,59.7807,172.8528
34,122400,8.081970215,3.542489817,23317,3.552094234,23164,8514,0,0,1,10/2/2019 10:00,3.00434E+14,59.7807,172.8528
35,126000,8.056945801,3.546811692,23312,3.556436379,23159,8514,0,0,0,10/2/2019 11:00,3.00434E+14,59.7807,172.8528
36,129600,8.047790527,3.525212643,23337,3.535603624,23183,8514,0,0,0,10/2/2019 12:00,3.00434E+14,59.7807,172.8528
37,133200,8.041381836,3.533849166,23327,3.543413083,23174,8514,0,0,1,10/2/2019 13:00,3.00434E+14,59.7807,172.8528
38,136800,8.048400879,3.56843658,23287,3.578162821,23134,8514,0,0,1,10/2/2019 14:00,3.00434E+14,59.7807,172.8528
39,140400,8.059082031,3.577959733,23276,3.587730765,23123,8514,0,0,2,10/2/2019 15:00,3.00434E+14,59.7807,172.8528
40,144000,8.07434082,3.58835435,23264,3.598174321,23111,8514,0,0,0,10/2/2019 16:00,3.00434E+14,59.7807,172.8528
41,147600,8.102111816,3.597021099,23254,3.606881912,23101,8514,0,0,0,10/2/2019 17:00,3.00434E+14,59.7807,172.8528
42,151200,8.116455078,3.607426684,23242,3.617336579,23089,8514,0,0,0,10/2/2019 18:00,3.00434E+14,59.7807,172.8528
43,154800,8.132629395,3.6169704,23231,3.626053439,23079,8514,0,0,2,10/2/2019 19:00,3.00434E+14,59.7807,172.8528
44,158400,8.138122559,3.617838261,23230,3.627797318,23077,8514,0,0,3,10/2/2019 20:00,3.00434E+14,59.7807,172.8528
45,162000,8.135986328,3.645631807,23198,3.653975766,23047,8514,0,0,1,10/2/2019 21:00,3.00434E+14,59.7807,172.8528
46,165600,8.128967285,3.656065409,23186,3.665331582,23034,8514,0,0,2,10/2/2019 22:00,3.00434E+14,59.7807,172.8528
47,169200,8.117370605,3.628255835,23218,3.638264133,23065,8514,0,0,2,10/2/2019 23:00,3.00434E+14,59.7807,172.8528
48,172800,8.104248047,3.552864054,23305,3.562517141,23152,8514,0,0,3,10/3/2019 00:00,3.00434E+14,59.7807,172.8528
49,176400,8.098754883,3.523485834,23339,3.533868648,23185,8514,0,0,1,10/3/2019 01:00,3.00434E+14,59.7807,172.8528
50,180000,8.09753418,3.535576966,23325,3.545148978,23172,8514,0,0,0,10/3/2019 02:00,3.00434E+14,59.7807,172.8528
51,183600,8.100585938,3.558918442,23298,3.567730858,23146,8514,0,0,0,10/3/2019 03:00,3.00434E+14,59.7807,172.8528
52,187200,8.110961914,3.576227877,23278,3.58599076,23125,8514,0,0,0,10/3/2019 04:00,3.00434E+14,59.7807,172.8528
53,190800,8.125305176,3.583156294,23270,3.59208151,23118,8514,0,0,0,10/3/2019 05:00,3.00434E+14,59.7807,172.8528
54,194400,8.133544922,3.577959733,23276,3.587730765,23123,8514,0,0,0,10/3/2019 06:00,3.00434E+14,59.7807,172.8528
55,198000,8.14239502,3.566705637,23289,3.576423741,23136,8514,0,0,2,10/3/2019 07:00,3.00434E+14,59.7807,172.8528
56,201600,8.127746582,3.552864054,23305,3.562517141,23152,8514,0,0,1,10/3/2019 08:00,3.00434E+14,59.7807,172.8528
57,205200,8.115844727,3.536440927,23324,3.546885041,23170,8514,0,0,3,10/3/2019 09:00,3.00434E+14,59.7807,172.8528
58,208800,8.098754883,3.528666757,23333,3.539074076,23179,8514,0,0,1,10/3/2019 10:00,3.00434E+14,59.7807,172.8528
59,212400,8.081665039,3.532121531,23329,3.541677355,23176,8514,0,0,1,10/3/2019 11:00,3.00434E+14,59.7807,172.8528
60,216000,8.059997559,3.539033061,23321,3.548621271,23168,8514,0,0,0,10/3/2019 12:00,3.00434E+14,59.7807,172.8528
61,219600,8.048400879,3.563244248,23293,3.572076775,23141,8514,0,0,1,10/3/2019 13:00,3.00434E+14,59.7807,172.8528
62,223200,8.043212891,3.579691754,23274,3.58860083,23122,8514,0,0,0,10/3/2019 14:00,3.00434E+14,59.7807,172.8528
63,226800,8.050231934,3.576227877,23278,3.58599076,23125,8514,0,0,1,10/3/2019 15:00,3.00434E+14,59.7807,172.8528
64,230400,8.063964844,3.577959733,23276,3.587730765,23123,8514,0,0,1,10/3/2019 16:00,3.00434E+14,59.7807,172.8528
65,234000,8.082580566,3.582290097,23271,3.59208151,23118,8514,0,0,1,10/3/2019 17:00,3.00434E+14,59.7807,172.8528
66,237600,8.108520508,3.585755135,23267,3.595562864,23114,8514,0,0,1,10/3/2019 18:00,3.00434E+14,59.7807,172.8528
67,241200,8.126220703,3.592687205,23259,3.60252759,23106,8514,0,0,0,10/3/2019 19:00,3.00434E+14,59.7807,172.8528
68,244800,8.133850098,3.602223143,23248,3.612108487,23095,8514,0,0,1,10/3/2019 20:00,3.00434E+14,59.7807,172.8528
69,248400,8.137817383,3.62391445,23223,3.633029965,23071,8514,0,0,3,10/3/2019 21:00,3.00434E+14,59.7807,172.8528
70,252000,8.137817383,3.633466874,23212,3.642627102,23060,8514,0,0,1,10/3/2019 22:00,3.00434E+14,59.7807,172.8528
71,255600,8.135986328,3.663024489,23178,3.671449218,23027,8514,0,0,3,10/3/2019 23:00,3.00434E+14,59.7807,172.8528
72,259200,8.116455078,3.657804928,23184,3.667953172,23031,8514,0,0,2,10/4/2019 00:00,3.00434E+14,59.7807,172.8528
73,262800,8.10546875,3.618706163,23229,3.629541365,23075,8514,0,0,2,10/4/2019 01:00,3.00434E+14,59.7807,172.8528
74,266400,8.101501465,3.577093784,23277,3.586860742,23124,8514,0,0,1,10/4/2019 02:00,3.00434E+14,59.7807,172.8528
75,270000,8.098449707,3.582290097,23271,3.59208151,23118,8514,0,0,0,10/4/2019 03:00,3.00434E+14,59.7807,172.8528
76,273600,8.094787598,3.597021099,23254,3.606010963,23102,8514,0,0,0,10/4/2019 04:00,3.00434E+14,59.7807,172.8528
77,277200,8.110046387,3.601356032,23249,3.611237286,23096,8514,0,0,1,10/4/2019 05:00,3.00434E+14,59.7807,172.8528
78,280800,8.108520508,3.604824726,23245,3.614722344,23092,8514,0,0,1,10/4/2019 06:00,3.00434E+14,59.7807,172.8528
79,284400,8.125915527,3.610029016,23239,3.619079614,23087,8514,0,0,1,10/4/2019 07:00,3.00434E+14,59.7807,172.8528
80,288000,8.123779297,3.629124237,23217,3.639136642,23064,8514,0,0,1,10/4/2019 08:00,3.00434E+14,59.7807,172.8528
81,291600,8.114013672,3.671727106,23168,3.681941427,23015,8514,0,0,1,10/4/2019 09:00,3.00434E+14,59.7807,172.8528
82,295200,8.102111816,3.705707374,23129,3.715207112,22977,8514,0,0,1,10/4/2019 10:00,3.00434E+14,59.7807,172.8528
83,298800,8.095703125,3.705707374,23129,3.715207112,22977,8514,0,0,1,10/4/2019 11:00,3.00434E+14,59.7807,172.8528
84,302400,8.065490723,3.637810554,23207,3.647864058,23054,8514,0,0,2,10/4/2019 12:00,3.00434E+14,59.7807,172.8528
85,306000,8.055114746,3.571033306,23284,3.580771756,23131,8514,0,0,0,10/4/2019 13:00,3.00434E+14,59.7807,172.8528
86,309600,8.04107666,3.550269936,23308,3.560779571,23154,8514,0,0,1,10/4/2019 14:00,3.00434E+14,59.7807,172.8528
87,313200,8.044128418,3.566705637,23289,3.576423741,23136,8514,0,0,2,10/4/2019 15:00,3.00434E+14,59.7807,172.8528
88,316800,8.050231934,3.593553901,23258,3.60339837,23105,8514,0,0,2,10/4/2019 16:00,3.00434E+14,59.7807,172.8528
89,320400,8.069152832,3.604824726,23245,3.613851016,23093,8514,0,0,3,10/4/2019 17:00,3.00434E+14,59.7807,172.8528
90,324000,8.091430664,3.608294086,23241,3.618208076,23088,8514,0,0,3,10/4/2019 18:00,3.00434E+14,59.7807,172.8528
91,327600,8.112487793,3.60916153,23240,3.618208076,23088,8514,0,0,1,10/4/2019 19:00,3.00434E+14,59.7807,172.8528
92,331200,8.121337891,3.613499375,23235,3.622566189,23083,8514,0,0,0,10/4/2019 20:00,3.00434E+14,59.7807,172.8528
93,334800,8.13873291,3.628255835,23218,3.637391666,23066,8514,0,0,2,10/4/2019 21:00,3.00434E+14,59.7807,172.8528
94,338400,8.141174316,3.654326057,23188,3.663584068,23036,8514,0,0,1,10/4/2019 22:00,3.00434E+14,59.7807,172.8528
95,342000,8.146057129,3.685660008,23152,3.695065285,23000,8514,0,0,2,10/4/2019 23:00,3.00434E+14,59.7807,172.8528
96,345600,8.147888184,3.70221928,23133,3.711702568,22981,8514,0,0,2,10/5/2019 00:00,3.00434E+14,59.7807,172.8528
97,349200,8.134155273,3.713558047,23120,3.723094827,22968,8514,0,0,2,10/5/2019 01:00,3.00434E+14,59.7807,172.8528
98,352800,8.121032715,3.717921005,23115,3.727478383,22963,8514,0,0,2,10/5/2019 02:00,3.00434E+14,59.7807,172.8528
99,356400,8.109130859,3.712685582,23121,3.723094827,22968,8514,0,0,3,10/5/2019 03:00,3.00434E+14,59.7807,172.8528
100,360000,8.117370605,3.675209326,23164,3.684565434,23012,8514,0,0,0,10/5/2019 04:00,3.00434E+14,59.7807,172.8528
101,363600,8.121643066,3.634335527,23211,3.644372585,23058,8514,0,0,0,10/5/2019 05:00,3.00434E+14,59.7807,172.8528
102,367200,8.129882813,3.625650879,23221,3.635646859,23068,8514,0,0,1,10/5/2019 06:00,3.00434E+14,59.7807,172.8528
103,370800,8.140869141,3.629992681,23216,3.640009194,23063,8514,0,0,1,10/5/2019 07:00,3.00434E+14,59.7807,172.8528
104,374400,8.14239502,3.630861167,23215,3.640881787,23062,8514,0,0,1,10/5/2019 08:00,3.00434E+14,59.7807,172.8528
105,378000,8.136291504,3.634335527,23211,3.643499822,23059,8514,0,0,1,10/5/2019 09:00,3.00434E+14,59.7807,172.8528
106,381600,8.132019043,3.636072957,23209,3.646118237,23056,8514,0,0,0,10/5/2019 10:00,3.00434E+14,59.7807,172.8528
107,385200,8.124389648,3.641286249,23203,3.650483108,23051,8514,0,0,0,10/5/2019 11:00,3.00434E+14,59.7807,172.8528
108,388800,8.103027344,3.643893458,23200,3.654849036,23046,8514,0,0,1,10/5/2019 12:00,3.00434E+14,59.7807,172.8528
109,392400,8.095092773,3.637810554,23207,3.647864058,23054,8514,0,0,0,10/5/2019 13:00,3.00434E+14,59.7807,172.8528
110,396000,8.074951172,3.629124237,23217,3.639136642,23064,8514,0,0,2,10/5/2019 14:00,3.00434E+14,59.7807,172.8528
111,399600,8.065795898,3.610029016,23239,3.619951195,23086,8514,0,0,1,10/5/2019 15:00,3.00434E+14,59.7807,172.8528
112,403200,8.074035645,3.581423941,23272,3.59208151,23118,8514,0,0,2,10/5/2019 16:00,3.00434E+14,59.7807,172.8528
113,406800,8.075561523,3.577959733,23276,3.587730765,23123,8514,0,0,0,10/5/2019 17:00,3.00434E+14,59.7807,172.8528
114,410400,8.088378906,3.577093784,23277,3.587730765,23123,8514,0,0,1,10/5/2019 18:00,3.00434E+14,59.7807,172.8528
115,414000,8.110046387,3.579691754,23274,3.590341086,23120,8514,0,0,1,10/5/2019 19:00,3.00434E+14,59.7807,172.8528
116,417600,8.125305176,3.581423941,23272,3.591211277,23119,8514,0,0,0,10/5/2019 20:00,3.00434E+14,59.7807,172.8528
117,421200,8.141479492,3.616102581,23232,3.627797318,23077,8514,0,0,0,10/5/2019 21:00,3.00434E+14,59.7807,172.8528
118,424800,8.15032959,3.667375274,23173,3.677568931,23020,8514,0,0,0,10/5/2019 22:00,3.00434E+14,59.7807,172.8528
119,428400,8.1640625,3.69960365,23136,3.709074607,22984,8514,0,0,1,10/5/2019 23:00,3.00434E+14,59.7807,172.8528
120,432000,8.154907227,3.707451674,23127,3.717835967,22974,8514,0,0,1,10/6/2019 00:00,3.00434E+14,59.7807,172.8528
121,435600,8.156738281,3.70309124,23132,3.713454755,22979,8514,0,0,2,10/6/2019 01:00,3.00434E+14,59.7807,172.8528
122,439200,8.13079834,3.698731857,23137,3.709074607,22984,8514,0,0,0,10/6/2019 02:00,3.00434E+14,59.7807,172.8528
123,442800,8.133544922,3.693501984,23143,3.702944189,22991,8514,0,0,2,10/6/2019 03:00,3.00434E+14,59.7807,172.8528
124,446400,8.13079834,3.67782143,23161,3.688064705,23008,8514,0,0,0,10/6/2019 04:00,3.00434E+14,59.7807,172.8528
125,450000,8.132019043,3.64997841,23193,3.660963113,23039,8514,0,0,0,10/6/2019 05:00,3.00434E+14,59.7807,172.8528
126,453600,8.128356934,3.613499375,23235,3.625181564,23080,8514,0,0,1,10/6/2019 06:00,3.00434E+14,59.7807,172.8528
127,457200,8.137207031,3.587487904,23265,3.597303793,23112,8514,0,0,2,10/6/2019 07:00,3.00434E+14,59.7807,172.8528
128,460800,8.128662109,3.586621499,23266,3.596433307,23113,8514,0,0,0,10/6/2019 08:00,3.00434E+14,59.7807,172.8528
129,464400,8.13293457,3.591820551,23260,3.601656852,23107,8514,0,0,0,10/6/2019 09:00,3.00434E+14,59.7807,172.8528
130,468000,8.134460449,3.591820551,23260,3.601656852,23107,8514,0,0,0,10/6/2019 10:00,3.00434E+14,59.7807,172.8528
131,471600,8.126525879,3.592687205,23259,3.60252759,23106,8514,0,0,0,10/6/2019 11:00,3.00434E+14,59.7807,172.8528
132,475200,8.107910156,3.589220838,23263,3.599915502,23109,8514,0,0,0,10/6/2019 12:00,3.00434E+14,59.7807,172.8528
133,478800,8.102416992,3.581423941,23272,3.591211277,23119,8514,0,0,0,10/6/2019 13:00,3.00434E+14,59.7807,172.8528
134,482400,8.091430664,3.569302114,23286,3.579032424,23133,8514,0,0,0,10/6/2019 14:00,3.00434E+14,59.7807,172.8528
135,486000,8.080444336,3.562379004,23294,3.572946084,23140,8514,0,0,0,10/6/2019 15:00,3.00434E+14,59.7807,172.8528
136,489600,8.066101074,3.582290097,23271,3.59208151,23118,8514,0,0,1,10/6/2019 16:00,3.00434E+14,59.7807,172.8528
137,493200,8.068237305,3.580557827,23273,3.590341086,23120,8514,0,0,1,10/6/2019 17:00,3.00434E+14,59.7807,172.8528
138,496800,8.077087402,3.565840228,23290,3.575554264,23137,8514,0,0,1,10/6/2019 18:00,3.00434E+14,59.7807,172.8528
139,500400,8.082580566,3.555458543,23302,3.565123811,23149,8514,0,0,0,10/6/2019 19:00,3.00434E+14,59.7807,172.8528
140,504000,8.103027344,3.552864054,23305,3.562517141,23152,8514,0,0,0,10/6/2019 20:00,3.00434E+14,59.7807,172.8528
141,507600,8.120117188,3.554593672,23303,3.564254879,23150,8514,0,0,0,10/6/2019 21:00,3.00434E+14,59.7807,172.8528
142,511200,8.132629395,3.571898965,23283,3.580771756,23131,8514,0,0,0,10/6/2019 22:00,3.00434E+14,59.7807,172.8528
143,514800,8.140869141,3.577959733,23276,3.587730765,23123,8514,0,0,0,10/6/2019 23:00,3.00434E+14,59.7807,172.8528
144,518400,8.140563965,3.572764664,23282,3.581641485,23130,8514,0,0,1,10/7/2019 00:00,3.00434E+14,59.7807,172.8528
145,522000,8.14239502,3.565840228,23290,3.575554264,23137,8514,0,0,1,10/7/2019 01:00,3.00434E+14,59.7807,172.8528
146,525600,8.137207031,3.558918442,23298,3.569469099,23144,8514,0,0,1,10/7/2019 02:00,3.00434E+14,59.7807,172.8528
147,529200,8.129577637,3.56064864,23296,3.570338282,23143,8514,0,0,1,10/7/2019 03:00,3.00434E+14,59.7807,172.8528
148,532800,8.125305176,3.55718841,23300,3.5668618,23147,8514,0,0,0,10/7/2019 04:00,3.00434E+14,59.7807,172.8528
149,536400,8.120422363,3.555458543,23302,3.565123811,23149,8514,0,0,0,10/7/2019 05:00,3.00434E+14,59.7807,172.8528
150,540000,8.114013672,3.554593672,23303,3.564254879,23150,8514,0,0,1,10/7/2019 06:00,3.00434E+14,59.7807,172.8528
151,543600,8.118896484,3.554593672,23303,3.564254879,23150,8514,0,0,1,10/7/2019 07:00,3.00434E+14,59.7807,172.8528
152,547200,8.119812012,3.55718841,23300,3.5668618,23147,8514,0,0,0,10/7/2019 08:00,3.00434E+14,59.7807,172.8528
153,550800,8.128051758,3.559783521,23297,3.569469099,23144,8514,0,0,0,10/7/2019 09:00,3.00434E+14,59.7807,172.8528
154,554400,8.132019043,3.564974859,23291,3.574684829,23138,8514,0,0,1,10/7/2019 10:00,3.00434E+14,59.7807,172.8528
155,558000,8.125305176,3.566705637,23289,3.575554264,23137,8514,0,0,1,10/7/2019 11:00,3.00434E+14,59.7807,172.8528
156,561600,8.119506836,3.562379004,23294,3.572076775,23141,8514,0,0,1,10/7/2019 12:00,3.00434E+14,59.7807,172.8528
157,565200,8.11126709,3.56064864,23296,3.570338282,23143,8514,0,0,0,10/7/2019 13:00,3.00434E+14,59.7807,172.8528
158,568800,8.093261719,3.563244248,23293,3.572946084,23140,8514,0,0,1,10/7/2019 14:00,3.00434E+14,59.7807,172.8528
159,572400,8.079833984,3.624782644,23222,3.633902221,23070,8514,0,0,0,10/7/2019 15:00,3.00434E+14,59.7807,172.8528
160,576000,8.06640625,3.621310119,23226,3.631285581,23073,8514,0,0,0,10/7/2019 16:00,3.00434E+14,59.7807,172.8528
161,579600,8.067321777,3.611764112,23237,3.620822817,23085,8514,0,0,0,10/7/2019 17:00,3.00434E+14,59.7807,172.8528
162,583200,8.063659668,3.629992681,23216,3.639136642,23064,8514,0,0,1,10/7/2019 18:00,3.00434E+14,59.7807,172.8528
163,586800,8.060302734,3.66041452,23181,3.66970111,23029,8514,0,0,2,10/7/2019 19:00,3.00434E+14,59.7807,172.8528
164,590400,8.079833984,3.682175776,23156,3.691564655,23004,8514,0,0,0,10/7/2019 20:00,3.00434E+14,59.7807,172.8528
165,594000,8.091125488,3.710068439,23124,3.720465205,22971,8514,0,0,1,10/7/2019 21:00,3.00434E+14,59.7807,172.8528
166,597600,8.108520508,3.733636368,23097,3.743268016,22945,8514,0,0,0,10/7/2019 22:00,3.00434E+14,59.7807,172.8528
167,601200,8.140563965,3.731016193,23100,3.74063545,22948,8514,0,0,1,10/7/2019 23:00,3.00434E+14,59.7807,172.8528
168,604800,8.117370605,3.716175695,23117,3.725724833,22965,8514,0,0,0,10/8/2019 00:00,3.00434E+14,59.7807,172.8528
169,608400,8.12286377,3.698731857,23137,3.708198706,22985,8514,0,0,3,10/8/2019 01:00,3.00434E+14,59.7807,172.8528
170,612000,8.131713867,3.694373525,23142,3.703819835,22990,8514,0,0,4,10/8/2019 02:00,3.00434E+14,59.7807,172.8528
171,615600,8.128662109,3.696988398,23139,3.70644703,22987,8514,0,0,1,10/8/2019 03:00,3.00434E+14,59.7807,172.8528
172,619200,8.085021973,3.706579503,23128,3.716083354,22976,8514,0,0,6,10/8/2019 04:00,3.00434E+14,59.7807,172.8528
173,622800,8.063659668,3.714430554,23119,3.723094827,22968,8514,0,0,7,10/8/2019 05:00,3.00434E+14,59.7807,172.8528
174,626400,8.131713867,3.713558047,23120,3.723094827,22968,8514,0,0,2,10/8/2019 06:00,3.00434E+14,59.7807,172.8528
175,630000,8.109436035,3.714430554,23119,3.723971453,22967,8514,0,0,1,10/8/2019 07:00,3.00434E+14,59.7807,172.8528
176,633600,8.147888184,3.716175695,23117,3.725724833,22965,8514,0,0,3,10/8/2019 08:00,3.00434E+14,59.7807,172.8528
177,637200,8.179931641,3.718793722,23114,3.728355222,22962,8514,0,0,6,10/8/2019 09:00,3.00434E+14,59.7807,172.8528
178,640800,8.084106445,3.721412128,23111,3.730985995,22959,8514,0,0,0,10/8/2019 10:00,3.00434E+14,59.7807,172.8528
179,644400,8.084716797,3.721412128,23111,3.730985995,22959,8514,0,0,3,10/8/2019 11:00,3.00434E+14,59.7807,172.8528
180,648000,8.146057129,3.718793722,23114,3.728355222,22962,8514,0,0,1,10/8/2019 12:00,3.00434E+14,59.7807,172.8528
181,651600,8.133239746,3.714430554,23119,3.724848121,22966,8514,0,0,1,10/8/2019 13:00,3.00434E+14,59.7807,172.8528
182,655200,8.125915527,3.710940778,23123,3.721341703,22970,8514,0,0,2,10/8/2019 14:00,3.00434E+14,59.7807,172.8528
183,658800,8.077392578,3.706579503,23128,3.716083354,22976,8514,0,0,1,10/8/2019 15:00,3.00434E+14,59.7807,172.8528
184,662400,8.074035645,3.703963243,23131,3.713454755,22979,8514,0,0,5,10/8/2019 16:00,3.00434E+14,59.7807,172.8528
185,666000,8.079833984,3.697860107,23138,3.708198706,22985,8514,0,0,0,10/8/2019 17:00,3.00434E+14,59.7807,172.8528
186,669600,8.079833984,3.690887614,23146,3.701193024,22993,8514,0,0,0,10/8/2019 18:00,3.00434E+14,59.7807,172.8528
187,673200,8.072509766,3.691759029,23145,3.701193024,22993,8514,0,0,2,10/8/2019 19:00,3.00434E+14,59.7807,172.8528
188,676800,8.082580566,3.696988398,23139,3.70644703,22987,8514,0,0,1,10/8/2019 20:00,3.00434E+14,59.7807,172.8528
189,680400,8.077087402,3.69960365,23136,3.709074607,22984,8514,0,0,1,10/8/2019 21:00,3.00434E+14,59.7807,172.8528
190,684000,8.138427734,3.70221928,23133,3.711702568,22981,8514,0,0,3,10/8/2019 22:00,3.00434E+14,59.7807,172.8528
191,687600,8.101196289,3.710068439,23124,3.71958875,22972,8514,0,0,0,10/8/2019 23:00,3.00434E+14,59.7807,172.8528
192,691200,8.135070801,3.731016193,23100,3.74063545,22948,8514,0,0,1,10/9/2019 00:00,3.00434E+14,59.7807,172.8528
193,694800,8.143310547,3.749365393,23079,3.758193156,22928,8514,0,0,2,10/9/2019 01:00,3.00434E+14,59.7807,172.8528
194,698400,8.116149902,3.7484912,23080,3.758193156,22928,8514,0,0,0,10/9/2019 02:00,3.00434E+14,59.7807,172.8528
195,702000,8.135070801,3.745868873,23083,3.75555841,22931,8514,0,0,2,10/9/2019 03:00,3.00434E+14,59.7807,172.8528
196,705600,8.11920166,3.738004171,23092,3.74765648,22940,8514,0,0,2,10/9/2019 04:00,3.00434E+14,59.7807,172.8528
197,709200,8.109741211,3.726650077,23105,3.736248694,22953,8514,0,0,1,10/9/2019 05:00,3.00434E+14,59.7807,172.8528
198,712800,8.114624023,3.726650077,23105,3.736248694,22953,8514,0,0,1,10/9/2019 06:00,3.00434E+14,59.7807,172.8528
199,716400,8.110656738,3.727523216,23104,3.73712596,22952,8514,0,0,0,10/9/2019 07:00,3.00434E+14,59.7807,172.8528
200,720000,8.104248047,3.730142885,23101,3.739758013,22949,8514,0,0,0,10/9/2019 08:00,3.00434E+14,59.7807,172.8528
201,723600,8.099365234,3.72926962,23102,3.738880619,22950,8514,0,0,3,10/9/2019 09:00,3.00434E+14,59.7807,172.8528
202,727200,8.109741211,3.727523216,23104,3.73712596,22952,8514,0,0,1,10/9/2019 10:00,3.00434E+14,59.7807,172.8528
203,730800,8.119812012,3.731016193,23100,3.74063545,22948,8514,0,0,0,10/9/2019 11:00,3.00434E+14,59.7807,172.8528
204,734400,8.098449707,3.739751587,23090,3.749412165,22938,8514,0,0,0,10/9/2019 12:00,3.00434E+14,59.7807,172.8528
205,738000,8.099365234,3.747617048,23081,3.757314864,22929,8514,0,0,0,10/9/2019 13:00,3.00434E+14,59.7807,172.8528
