,time,pressure,topside_temp,topside_temp_ADC,underside_temp,underside_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
27,104400,0.1416015625,-1.6635971254133892,30292,-1.7012420852955756,30281,8519,0.0373972602739726,0,3,2019-01-11 04:00:00,300434063928220,67.91,168.189
28,108000,0.14129638671875,-1.6648594386886657,30294,-1.7031705246449746,30284,8519,0.0373972602739726,0,3,2019-01-11 05:00:00,300434063928220,67.91,168.189
29,111600,0.1409912109375,-1.6667527254882089,30297,-1.7044560322980828,30286,8519,0.0373972602739726,0,3,2019-01-11 06:00:00,300434063928220,67.91,168.189
30,115200,0.14129638671875,-1.6680147946329384,30299,-1.7063841159410345,30289,8519,0.0373972602739726,0,3,2019-01-11 07:00:00,300434063928220,67.91,168.189
31,118800,0.14068603515625,-1.6692767661499488,30301,-1.7076693864980257,30291,8519,0.0373972602739726,0,3,2019-01-11 08:00:00,300434063928220,67.91,168.189
32,122400,0.13946533203125,-1.669907715302486,30302,-1.7083119862200533,30292,8519,0.0373972602739726,0,3,2019-01-11 09:00:00,300434063928220,67.91,168.189
33,126000,0.13946533203125,-1.669907715302486,30302,-1.7083119862200533,30292,8519,0.0373972602739726,0,3,2019-01-11 10:00:00,300434063928220,67.91,168.189
34,129600,0.1385498046875,-1.670538640053337,30303,-1.708954562239967,30293,8519,0.0373972602739726,0,3,2019-01-11 11:00:00,300434063928220,67.91,168.189
35,133200,0.13885498046875,-1.6711695404044349,30304,-1.7095971145594149,30294,8519,0.0373972602739726,0,3,2019-01-11 12:00:00,300434063928220,67.91,168.189
36,136800,0.137939453125,-1.6724312679137938,30306,-1.7108821481035648,30296,8519,0.0373972602739726,0,3,2019-01-11 13:00:00,300434063928220,67.91,168.189
37,140400,0.13702392578125,-1.6736928978447736,30308,-1.7121670868658612,30298,8519,0.05609589041095891,0,3,2019-01-11 14:00:00,300434063928220,67.91,168.189
38,144000,0.13641357421875,-1.6749544302113009,30310,-1.7134519308595486,30300,8519,0.05609589041095891,0,3,2019-01-11 15:00:00,300434063928220,67.91,168.189
39,147600,0.1361083984375,-1.676215865027359,30312,-1.714094317322349,30301,8519,0.0373972602739726,0,3,2019-01-11 16:00:00,300434063928220,67.91,168.189
40,151200,0.135498046875,-1.676215865027359,30312,-1.7147366800979853,30302,8519,0.05609589041095891,0,3,2019-01-11 17:00:00,300434063928220,67.91,168.189
41,154800,0.13519287109375,-1.6743236762226843,30309,-1.7128095207079355,30299,8519,0.0373972602739726,0,3,2019-01-11 18:00:00,300434063928220,67.91,168.189
42,158400,0.1348876953125,-1.6730620950757498,30307,-1.7121670868658612,30298,8519,0.0373972602739726,0,3,2019-01-11 19:00:00,300434063928220,67.91,168.189
43,162000,0.1348876953125,-1.670538640053337,30303,-1.708954562239967,30293,8519,0.0373972602739726,0,3,2019-01-11 20:00:00,300434063928220,67.91,168.189
44,165600,0.13427734375,-1.667383772264884,30298,-1.7057414451026602,30288,8519,0.0373972602739726,0,3,2019-01-11 21:00:00,300434063928220,67.91,168.189
45,169200,0.1336669921875,-1.667383772264884,30298,-1.7057414451026602,30288,8519,0.05609589041095891,0,3,2019-01-11 22:00:00,300434063928220,67.91,168.189
46,172800,0.13427734375,-1.667383772264884,30298,-1.7050987505555781,30287,8519,0.05609589041095891,0,3,2019-01-11 23:00:00,300434063928220,67.91,168.189
47,176400,0.1348876953125,-1.6680147946329384,30299,-1.7044560322980828,30286,8519,0.05609589041095891,0,3,2019-01-12 00:00:00,300434063928220,67.91,168.189
48,180000,0.13427734375,-1.6642282942597149,30293,-1.7031705246449746,30284,8519,0.05609589041095891,0,3,2019-01-12 01:00:00,300434063928220,67.91,168.189
49,183600,0.13397216796875,-1.6648594386886657,30294,-1.7025277352462354,30283,8519,0.05609589041095891,0,3,2019-01-12 02:00:00,300434063928220,67.91,168.189
50,187200,0.13427734375,-1.6648594386886657,30294,-1.7031705246449746,30284,8519,0.0373972602739726,0,3,2019-01-12 03:00:00,300434063928220,67.91,168.189
51,190800,0.1348876953125,-1.6654905587018334,30295,-1.7038132903284122,30285,8519,0.0373972602739726,0,3,2019-01-12 04:00:00,300434063928220,67.91,168.189
52,194400,0.13427734375,-1.6654905587018334,30295,-1.7044560322980828,30286,8519,0.0373972602739726,0,3,2019-01-12 05:00:00,300434063928220,67.91,168.189
53,198000,0.13519287109375,-1.6736928978447736,30308,-1.7044560322980828,30286,8519,0.0373972602739726,0,3,2019-01-12 06:00:00,300434063928220,67.91,168.189
54,201600,0.13519287109375,-1.6661216543011506,30296,-1.7038132903284122,30285,8519,0.0373972602739726,0,3,2019-01-12 07:00:00,300434063928220,67.91,168.189
55,205200,0.13519287109375,-1.6635971254133892,30292,-1.7031705246449746,30284,8519,0.0373972602739726,0,3,2019-01-12 08:00:00,300434063928220,67.91,168.189
56,208800,0.135498046875,-1.6635971254133892,30292,-1.7012420852955756,30281,8519,0.0373972602739726,0,3,2019-01-12 09:00:00,300434063928220,67.91,168.189
57,212400,0.1361083984375,-1.6642282942597149,30293,-1.7005992247405288,30280,8519,0.0373972602739726,0,3,2019-01-12 10:00:00,300434063928220,67.91,168.189
58,216000,0.13580322265625,-1.6617034723520305,30289,-1.699956340463359,30279,8519,0.0373972602739726,0,3,2019-01-12 11:00:00,300434063928220,67.91,168.189
59,219600,0.13519287109375,-1.6604409148582135,30287,-1.6986705007362275,30277,8519,0.0373972602739726,0,3,2019-01-12 12:00:00,300434063928220,67.91,168.189
60,223200,0.13519287109375,-1.6598095994702362,30286,-1.6973845661006521,30275,8519,0.0373972602739726,0,3,2019-01-12 13:00:00,300434063928220,67.91,168.189
61,226800,0.1348876953125,-1.6623347144612808,30290,-1.6993134324624748,30278,8519,0.0373972602739726,0,3,2019-01-12 14:00:00,300434063928220,67.91,168.189
62,230400,0.1348876953125,-1.6623347144612808,30290,-1.7012420852955756,30281,8519,0.0373972602739726,0,3,2019-01-12 15:00:00,300434063928220,67.91,168.189
63,234000,0.13519287109375,-1.662965932147813,30291,-1.699956340463359,30279,8519,0.0373972602739726,0,3,2019-01-12 16:00:00,300434063928220,67.91,168.189
64,237600,0.1348876953125,-1.6623347144612808,30290,-1.7005992247405288,30280,8519,0.0373972602739726,0,3,2019-01-12 17:00:00,300434063928220,67.91,168.189
65,241200,0.13519287109375,-1.6635971254133892,30292,-1.7005992247405288,30280,8519,0.0373972602739726,0,3,2019-01-12 18:00:00,300434063928220,67.91,168.189
66,244800,0.1348876953125,-1.6598095994702362,30286,-1.6973845661006521,30275,8519,0.0373972602739726,0,3,2019-01-12 19:00:00,300434063928220,67.91,168.189
67,248400,0.13519287109375,-1.6617034723520305,30289,-1.699956340463359,30279,8519,0.0373972602739726,0,3,2019-01-12 20:00:00,300434063928220,67.91,168.189
68,252000,0.13519287109375,-1.6623347144612808,30290,-1.6993134324624748,30278,8519,0.0373972602739726,0,3,2019-01-12 21:00:00,300434063928220,67.91,168.189
69,255600,0.1348876953125,-1.6680147946329384,30299,-1.6993134324624748,30278,8519,0.0373972602739726,0,3,2019-01-12 22:00:00,300434063928220,67.91,168.189
70,259200,0.13458251953125,-1.6654905587018334,30295,-1.7005992247405288,30280,8519,0.0373972602739726,0,3,2019-01-12 23:00:00,300434063928220,67.91,168.189
71,262800,0.13427734375,-1.6661216543011506,30296,-1.7025277352462354,30283,8519,0.05609589041095891,0,3,2019-01-13 00:00:00,300434063928220,67.91,168.189
72,266400,0.1336669921875,-1.6635971254133892,30292,-1.7005992247405288,30280,8519,0.05609589041095891,0,3,2019-01-13 01:00:00,300434063928220,67.91,168.189
73,270000,0.13275146484375,-1.6635971254133892,30292,-1.6993134324624748,30278,8519,0.0373972602739726,0,3,2019-01-13 02:00:00,300434063928220,67.91,168.189
74,273600,0.13214111328125,-1.6610722058182432,30288,-1.6993134324624748,30278,8519,0.0373972602739726,0,3,2019-01-13 03:00:00,300434063928220,67.91,168.189
75,277200,0.13153076171875,-1.654758196747025,30278,-1.6935261926111025,30269,8519,0.0373972602739726,0,3,2019-01-13 04:00:00,300434063928220,67.91,168.189
76,280800,0.13153076171875,-1.6572840936030389,30282,-1.6915966853933924,30266,8519,0.0373972602739726,0,3,2019-01-13 05:00:00,300434063928220,67.91,168.189
77,284400,0.130615234375,-1.6497052296179504,30270,-1.6870936707184683,30259,8519,0.0373972602739726,0,3,2019-01-13 06:00:00,300434063928220,67.91,168.189
78,288000,0.12969970703125,-1.6351692267264752,30247,-1.6742214981406391,30239,8519,0.0373972602739726,0,3,2019-01-13 07:00:00,300434063928220,67.91,168.189
79,291600,0.12908935546875,-1.6395945985343587,30254,-1.6742214981406391,30239,8519,0.0373972602739726,0,3,2019-01-13 08:00:00,300434063928220,67.91,168.189
80,295200,0.1287841796875,-1.6370659615998875,30250,-1.6722898518091824,30236,8519,0.0373972602739726,0,3,2019-01-13 09:00:00,300434063928220,67.91,168.189
81,298800,0.12847900390625,-1.635801496180477,30248,-1.6703579913182693,30233,8519,0.0373972602739726,0,3,2019-01-13 10:00:00,300434063928220,67.91,168.189
82,302400,0.12786865234375,-1.6471781591194485,30266,-1.6742214981406391,30239,8519,0.0373972602739726,0,3,2019-01-13 11:00:00,300434063928220,67.91,168.189
83,306000,0.1275634765625,-1.6503369360933675,30271,-1.6755091434064866,30241,8519,0.05609589041095891,0,3,2019-01-13 12:00:00,300434063928220,67.91,168.189
84,309600,0.126953125,-1.6433868193869898,30260,-1.67293375771294,30237,8519,0.0373972602739726,0,3,2019-01-13 13:00:00,300434063928220,67.91,168.189
85,313200,0.1263427734375,-1.6364337411376368,30249,-1.6748653326679914,30240,8519,0.0373972602739726,0,3,2019-01-13 14:00:00,300434063928220,67.91,168.189
86,316800,0.125732421875,-1.6332722713665362,30244,-1.6677818441154955,30229,8519,0.0373972602739726,0,3,2019-01-13 15:00:00,300434063928220,67.91,168.189
87,320400,0.1251220703125,-1.630110189000277,30239,-1.668425916622823,30230,8519,0.0373972602739726,0,3,2019-01-13 16:00:00,300434063928220,67.91,168.189
88,324000,0.12481689453125,-1.6339046143213523,30245,-1.6703579913182693,30233,8519,0.0373972602739726,0,3,2019-01-13 17:00:00,300434063928220,67.91,168.189
89,327600,0.1251220703125,-1.6364337411376368,30249,-1.6742214981406391,30239,8519,0.0373972602739726,0,3,2019-01-13 18:00:00,300434063928220,67.91,168.189
90,331200,0.12451171875,-1.6364337411376368,30249,-1.6748653326679914,30240,8519,0.0373972602739726,0,3,2019-01-13 19:00:00,300434063928220,67.91,168.189
91,334800,0.12420654296875,-1.6364337411376368,30249,-1.6742214981406391,30239,8519,0.0373972602739726,0,3,2019-01-13 20:00:00,300434063928220,67.91,168.189
92,338400,0.1239013671875,-1.635801496180477,30248,-1.6742214981406391,30239,8519,0.0373972602739726,0,3,2019-01-13 21:00:00,300434063928220,67.91,168.189
93,342000,0.12420654296875,-1.6395945985343587,30254,-1.6774404329058257,30244,8519,0.0373972602739726,0,3,2019-01-13 22:00:00,300434063928220,67.91,168.189
94,345600,0.1239013671875,-1.6427548437774249,30259,-1.6780841485058318,30245,8519,0.0373972602739726,0,3,2019-01-13 23:00:00,300434063928220,67.91,168.189
95,349200,0.123291015625,-1.6433868193869898,30260,-1.6806587731180116,30249,8519,0.05609589041095891,0,3,2019-01-14 00:00:00,300434063928220,67.91,168.189
96,352800,0.12237548828125,-1.6465463303367187,30265,-1.6825894919467146,30252,8519,0.05609589041095891,0,3,2019-01-14 01:00:00,300434063928220,67.91,168.189
97,356400,0.12237548828125,-1.6541266614278243,30277,-1.6896669644669942,30263,8519,0.0373972602739726,0,3,2019-01-14 02:00:00,300434063928220,67.91,168.189
98,360000,0.12176513671875,-1.6591782596524922,30285,-1.696098536543559,30273,8519,0.0373972602739726,0,3,2019-01-14 03:00:00,300434063928220,67.91,168.189
99,363600,0.1214599609375,-1.6610722058182432,30288,-1.698027545282855,30276,8519,0.0373972602739726,0,3,2019-01-14 04:00:00,300434063928220,67.91,168.189
100,367200,0.1202392578125,-1.6617034723520305,30289,-1.6986705007362275,30277,8519,0.0373972602739726,0,3,2019-01-14 05:00:00,300434063928220,67.91,168.189
101,370800,0.11932373046875,-1.6617034723520305,30289,-1.6993134324624748,30278,8519,0.0373972602739726,0,3,2019-01-14 06:00:00,300434063928220,67.91,168.189
102,374400,0.11962890625,-1.662965932147813,30291,-1.7005992247405288,30280,8519,0.0373972602739726,0,3,2019-01-14 07:00:00,300434063928220,67.91,168.189
103,378000,0.11871337890625,-1.6642282942597149,30293,-1.7012420852955756,30281,8519,0.0373972602739726,0,3,2019-01-14 08:00:00,300434063928220,67.91,168.189
104,381600,0.1177978515625,-1.6635971254133892,30292,-1.7012420852955756,30281,8519,0.0373972602739726,0,3,2019-01-14 09:00:00,300434063928220,67.91,168.189
105,385200,0.11749267578125,-1.6623347144612808,30290,-1.699956340463359,30279,8519,0.0373972602739726,0,3,2019-01-14 10:00:00,300434063928220,67.91,168.189
106,388800,0.11688232421875,-1.6610722058182432,30288,-1.6993134324624748,30278,8519,0.0373972602739726,0,3,2019-01-14 11:00:00,300434063928220,67.91,168.189
107,392400,0.1171875,-1.662965932147813,30291,-1.6986705007362275,30277,8519,0.0373972602739726,0,3,2019-01-14 12:00:00,300434063928220,67.91,168.189
108,396000,0.1165771484375,-1.6648594386886657,30294,-1.6993134324624748,30278,8519,0.0373972602739726,0,3,2019-01-14 13:00:00,300434063928220,67.91,168.189
109,399600,0.11688232421875,-1.6635971254133892,30292,-1.7005992247405288,30280,8519,0.0373972602739726,0,3,2019-01-14 14:00:00,300434063928220,67.91,168.189
110,403200,0.1171875,-1.6667527254882089,30297,-1.7025277352462354,30283,8519,0.0373972602739726,0,3,2019-01-14 15:00:00,300434063928220,67.91,168.189
111,406800,0.11871337890625,-1.6654905587018334,30295,-1.7031705246449746,30284,8519,0.0373972602739726,0,3,2019-01-14 16:00:00,300434063928220,67.91,168.189
112,410400,0.11932373046875,-1.6686457925940203,30300,-1.7050987505555781,30287,8519,0.0373972602739726,0,3,2019-01-14 17:00:00,300434063928220,67.91,168.189
113,414000,0.12054443359375,-1.6692767661499488,30301,-1.7057414451026602,30288,8519,0.0373972602739726,0,3,2019-01-14 18:00:00,300434063928220,67.91,168.189
114,417600,0.1220703125,-1.669907715302486,30302,-1.7057414451026602,30288,8519,0.0373972602739726,0,3,2019-01-14 19:00:00,300434063928220,67.91,168.189
115,421200,0.12237548828125,-1.6718004163573141,30305,-1.7057414451026602,30288,8519,0.0373972602739726,0,3,2019-01-14 20:00:00,300434063928220,67.91,168.189
116,424800,0.12420654296875,-1.6711695404044349,30304,-1.7050987505555781,30287,8519,0.0373972602739726,0,3,2019-01-14 21:00:00,300434063928220,67.91,168.189
117,428400,0.12481689453125,-1.6680147946329384,30299,-1.7063841159410345,30289,8519,0.0373972602739726,0,3,2019-01-14 22:00:00,300434063928220,67.91,168.189
118,432000,0.12481689453125,-1.6686457925940203,30300,-1.7063841159410345,30289,8519,0.0373972602739726,0,3,2019-01-14 23:00:00,300434063928220,67.91,168.189
119,435600,0.12451171875,-1.6667527254882089,30297,-1.7050987505555781,30287,8519,0.05609589041095891,0,2,2019-01-15 00:00:00,300434063928220,67.91,168.189
120,439200,0.12481689453125,-1.667383772264884,30298,-1.7050987505555781,30287,8519,0.05609589041095891,0,3,2019-01-15 01:00:00,300434063928220,67.91,168.189
121,442800,0.12481689453125,-1.667383772264884,30298,-1.7057414451026602,30288,8519,0.0373972602739726,0,3,2019-01-15 02:00:00,300434063928220,67.91,168.189
122,446400,0.12420654296875,-1.667383772264884,30298,-1.7050987505555781,30287,8519,0.0373972602739726,0,3,2019-01-15 03:00:00,300434063928220,67.91,168.189
123,450000,0.12420654296875,-1.6661216543011506,30296,-1.7044560322980828,30286,8519,0.0373972602739726,0,3,2019-01-15 04:00:00,300434063928220,67.91,168.189
124,453600,0.123291015625,-1.6667527254882089,30297,-1.7050987505555781,30287,8519,0.0373972602739726,0,3,2019-01-15 05:00:00,300434063928220,67.91,168.189
125,457200,0.1226806640625,-1.667383772264884,30298,-1.7050987505555781,30287,8519,0.0373972602739726,0,3,2019-01-15 06:00:00,300434063928220,67.91,168.189
126,460800,0.123291015625,-1.6648594386886657,30294,-1.7018849221302617,30282,8519,0.0373972602739726,0,3,2019-01-15 07:00:00,300434063928220,67.91,168.189
127,464400,0.123291015625,-1.6635971254133892,30292,-1.7025277352462354,30283,8519,0.0373972602739726,0,3,2019-01-15 08:00:00,300434063928220,67.91,168.189
128,468000,0.12298583984375,-1.6648594386886657,30294,-1.7025277352462354,30283,8519,0.0373972602739726,0,3,2019-01-15 09:00:00,300434063928220,67.91,168.189
129,471600,0.1226806640625,-1.6654905587018334,30295,-1.7038132903284122,30285,8519,0.0373972602739726,0,3,2019-01-15 10:00:00,300434063928220,67.91,168.189
130,475200,0.12237548828125,-1.6667527254882089,30297,-1.7057414451026602,30288,8519,0.0373972602739726,0,3,2019-01-15 11:00:00,300434063928220,67.91,168.189
131,478800,0.1214599609375,-1.670538640053337,30303,-1.708954562239967,30293,8519,0.0373972602739726,0,3,2019-01-15 12:00:00,300434063928220,67.91,168.189
132,482400,0.1214599609375,-1.6730620950757498,30307,-1.7115246293316204,30297,8519,0.0373972602739726,0,2,2019-01-15 13:00:00,300434063928220,67.91,168.189
133,486000,0.12115478515625,-1.6730620950757498,30307,-1.7121670868658612,30298,8519,0.0373972602739726,0,2,2019-01-15 14:00:00,300434063928220,67.91,168.189
134,489600,0.12054443359375,-1.6730620950757498,30307,-1.7108821481035648,30296,8519,0.0373972602739726,0,2,2019-01-15 15:00:00,300434063928220,67.91,168.189
135,493200,0.120849609375,-1.6730620950757498,30307,-1.7115246293316204,30297,8519,0.0373972602739726,0,3,2019-01-15 16:00:00,300434063928220,67.91,168.189
136,496800,0.12054443359375,-1.6718004163573141,30305,-1.7102396431800457,30295,8519,0.05609589041095891,0,2,2019-01-15 17:00:00,300434063928220,67.91,168.189
137,500400,0.12176513671875,-1.669907715302486,30302,-1.7083119862200533,30292,8519,0.0373972602739726,0,2,2019-01-15 18:00:00,300434063928220,67.91,168.189
138,504000,0.12115478515625,-1.6686457925940203,30300,-1.7063841159410345,30289,8519,0.0373972602739726,0,2,2019-01-15 19:00:00,300434063928220,67.91,168.189
139,507600,0.120849609375,-1.6648594386886657,30294,-1.7044560322980828,30286,8519,0.0373972602739726,0,2,2019-01-15 20:00:00,300434063928220,67.91,168.189
140,511200,0.1214599609375,-1.6661216543011506,30296,-1.7044560322980828,30286,8519,0.0373972602739726,0,2,2019-01-15 21:00:00,300434063928220,67.91,168.189
141,514800,0.1214599609375,-1.6661216543011506,30296,-1.7044560322980828,30286,8519,0.0373972602739726,0,2,2019-01-15 22:00:00,300434063928220,67.91,168.189
142,518400,0.12237548828125,-1.6654905587018334,30295,-1.7044560322980828,30286,8519,0.05609589041095891,0,2,2019-01-15 23:00:00,300434063928220,67.91,168.189
143,522000,0.12237548828125,-1.6667527254882089,30297,-1.7044560322980828,30286,8519,0.0373972602739726,0,2,2019-01-16 00:00:00,300434063928220,67.91,168.189
144,525600,0.1226806640625,-1.667383772264884,30298,-1.7044560322980828,30286,8519,0.0373972602739726,0,2,2019-01-16 01:00:00,300434063928220,67.91,168.189
145,529200,0.12237548828125,-1.6686457925940203,30300,-1.7050987505555781,30287,8519,0.0373972602739726,0,2,2019-01-16 02:00:00,300434063928220,67.91,168.189
146,532800,0.1226806640625,-1.6686457925940203,30300,-1.7050987505555781,30287,8519,0.0373972602739726,0,2,2019-01-16 03:00:00,300434063928220,67.91,168.189
147,536400,0.123291015625,-1.670538640053337,30303,-1.7057414451026602,30288,8519,0.0373972602739726,0,2,2019-01-16 04:00:00,300434063928220,67.91,168.189
148,540000,0.12420654296875,-1.667383772264884,30298,-1.7057414451026602,30288,8519,0.0373972602739726,0,2,2019-01-16 05:00:00,300434063928220,67.91,168.189
149,543600,0.12359619140625,-1.6686457925940203,30300,-1.7063841159410345,30289,8519,0.0373972602739726,0,2,2019-01-16 06:00:00,300434063928220,67.91,168.189
150,547200,0.12451171875,-1.6686457925940203,30300,-1.7063841159410345,30289,8519,0.0373972602739726,0,2,2019-01-16 07:00:00,300434063928220,67.91,168.189
151,550800,0.1251220703125,-1.6680147946329384,30299,-1.7063841159410345,30289,8519,0.0373972602739726,0,2,2019-01-16 08:00:00,300434063928220,67.91,168.189
152,554400,0.12481689453125,-1.6686457925940203,30300,-1.7070267630722356,30290,8519,0.0373972602739726,0,2,2019-01-16 09:00:00,300434063928220,67.91,168.189
153,558000,0.12451171875,-1.6692767661499488,30301,-1.7076693864980257,30291,8519,0.0373972602739726,0,2,2019-01-16 10:00:00,300434063928220,67.91,168.189
154,561600,0.12542724609375,-1.670538640053337,30303,-1.7076693864980257,30291,8519,0.05609589041095891,0,2,2019-01-16 11:00:00,300434063928220,67.91,168.189
155,565200,0.1251220703125,-1.670538640053337,30303,-1.7076693864980257,30291,8519,0.0373972602739726,0,2,2019-01-16 12:00:00,300434063928220,67.91,168.189
156,568800,0.1251220703125,-1.6711695404044349,30304,-1.7083119862200533,30292,8519,0.0373972602739726,0,2,2019-01-16 13:00:00,300434063928220,67.91,168.189
157,572400,0.1251220703125,-1.6711695404044349,30304,-1.708954562239967,30293,8519,0.0373972602739726,0,2,2019-01-16 14:00:00,300434063928220,67.91,168.189
158,576000,0.12603759765625,-1.6711695404044349,30304,-1.7095971145594149,30294,8519,0.0373972602739726,0,2,2019-01-16 15:00:00,300434063928220,67.91,168.189
159,579600,0.125732421875,-1.6718004163573141,30305,-1.7095971145594149,30294,8519,0.0373972602739726,0,2,2019-01-16 16:00:00,300434063928220,67.91,168.189
160,583200,0.1251220703125,-1.6718004163573141,30305,-1.7102396431800457,30295,8519,0.0373972602739726,0,2,2019-01-16 17:00:00,300434063928220,67.91,168.189
161,586800,0.12603759765625,-1.6730620950757498,30307,-1.7102396431800457,30295,8519,0.0373972602739726,0,2,2019-01-16 18:00:00,300434063928220,67.91,168.189
162,590400,0.1263427734375,-1.6736928978447736,30308,-1.7108821481035648,30296,8519,0.05609589041095891,0,1,2019-01-16 19:00:00,300434063928220,67.91,168.189
163,594000,0.12664794921875,-1.6736928978447736,30308,-1.7115246293316204,30297,8519,0.0373972602739726,0,2,2019-01-16 20:00:00,300434063928220,67.91,168.189
164,597600,0.1263427734375,-1.6736928978447736,30308,-1.7115246293316204,30297,8519,0.0373972602739726,0,2,2019-01-16 21:00:00,300434063928220,67.91,168.189
165,601200,0.12725830078125,-1.6749544302113009,30310,-1.7121670868658612,30298,8519,0.05609589041095891,0,2,2019-01-16 22:00:00,300434063928220,67.91,168.189
166,604800,0.126953125,-1.6755851598122717,30311,-1.7115246293316204,30297,8519,0.05609589041095891,0,1,2019-01-16 23:00:00,300434063928220,67.91,168.189
167,608400,0.1263427734375,-1.6724312679137938,30306,-1.7050987505555781,30287,8519,0.05609589041095891,0,2,2019-01-17 00:00:00,300434063928220,67.91,168.189
168,612000,0.12603759765625,-1.6661216543011506,30296,-1.7038132903284122,30285,8519,0.05609589041095891,0,1,2019-01-17 01:00:00,300434063928220,67.91,168.189
169,615600,0.126953125,-1.669907715302486,30302,-1.7050987505555781,30287,8519,0.05609589041095891,0,2,2019-01-17 02:00:00,300434063928220,67.91,168.189
170,619200,0.125732421875,-1.6730620950757498,30307,-1.708954562239967,30293,8519,0.0373972602739726,0,1,2019-01-17 03:00:00,300434063928220,67.91,168.189
