,time,pressure,fr_temp,fr_temp_ADC,sr_temp,sr_temp_ADC,temp_ref,par,fluor,tilt,datetime,depth_m,id,dep_lat,dep_lon
93,342000,0.604248046875,1.4209915468703116,25869,1.3494383451573526,26712,8508,0.0,0,6,2020-06-04 23:00:00,6.00089045731095,4010,62.2,-174.6795
94,345600,0.606689453125,1.5359915503568118,25720,1.4669822660283671,26555,8508,0.0,0,4,2020-06-05 00:00:00,6.0251364793606905,4010,62.2,-174.6795
95,349200,0.623779296875,1.5445109557951469,25709,1.4775012704965889,26541,8508,0.0,0,9,2020-06-05 01:00:00,6.194858633708879,4010,62.2,-174.6795
96,352800,0.665283203125,1.565439493214285,25682,1.5000627154888662,26511,8508,0.0,0,3,2020-06-05 02:00:00,6.60704100855448,4010,62.2,-174.6795
97,356400,0.66619873046875,1.703249070592335,25505,1.6360283159012283,26331,8508,0.0,0,4,2020-06-05 03:00:00,6.616133266823133,4010,62.2,-174.6795
98,360000,0.6768798828125,1.6571941896988278,25564,1.5588551408719127,26433,8508,0.0,0,5,2020-06-05 04:00:00,6.722209613290751,4010,62.2,-174.6795
99,363600,0.68939208984375,1.7486394768487799,25447,1.684620055997641,26267,8508,0.0,0,6,2020-06-05 05:00:00,6.846470476295674,4010,62.2,-174.6795
100,367200,0.66314697265625,1.6938723442081596,25517,1.6352701089201673,26332,8508,0.0,0,7,2020-06-05 06:00:00,6.585825739260956,4010,62.2,-174.6795
101,370800,0.6805419921875,1.5607865844318098,25688,1.5015678177113614,26509,8508,0.0,0,5,2020-06-05 07:00:00,6.758578646365363,4010,62.2,-174.6795
102,374400,0.68389892578125,1.4456270586459254,25837,1.3823032163210769,26668,8508,0.0,0,6,2020-06-05 08:00:00,6.791916926683757,4010,62.2,-174.6795
103,378000,0.6634521484375,1.3220235809404244,25998,1.2630813491924187,26828,8508,0.0,0,6,2020-06-05 09:00:00,6.588856492017174,4010,62.2,-174.6795
104,381600,0.68145751953125,1.4679824389539817,25808,1.4039970256189918,26639,8508,0.0,0,4,2020-06-05 10:00:00,6.7676709046340155,4010,62.2,-174.6795
105,385200,0.6427001953125,1.660312801832447,25560,1.5490430618330038,26446,8508,0.0,0,8,2020-06-05 11:00:00,6.382765304594374,4010,62.2,-174.6795
106,388800,0.64605712890625,1.639272738654995,25587,1.4985577390961566,26513,8508,0.0,0,6,2020-06-05 12:00:00,6.416103584912768,4010,62.2,-174.6795
107,392400,0.63262939453125,1.287628811975594,26043,1.1232614986291196,27017,8508,0.0,0,7,2020-06-05 13:00:00,6.282750463639191,4010,62.2,-174.6795
108,396000,0.64178466796875,1.2555868465166213,26085,1.1786154613261601,26942,8508,0.0,0,7,2020-06-05 14:00:00,6.373673046325721,4010,62.2,-174.6795
109,399600,0.66070556640625,1.452561935545134,25828,1.3673571950200767,26688,8508,0.0,0,7,2020-06-05 15:00:00,6.561579717211215,4010,62.2,-174.6795
110,403200,0.67169189453125,1.42560811237621,25863,1.3703454060795366,26684,8508,0.0,0,7,2020-06-05 16:00:00,6.670686816435051,4010,62.2,-174.6795
111,406800,0.66864013671875,1.4965455810138337,25771,1.430214090090601,26604,8508,0.0,0,5,2020-06-05 17:00:00,6.640379288872874,4010,62.2,-174.6795
112,410400,0.625,1.5135507886677715,25749,1.4474632674352392,26581,8508,0.0,0,6,2020-06-05 18:00:00,6.20698164473375,4010,62.2,-174.6795
113,414000,0.62713623046875,1.4950004569403177,25773,1.430214090090601,26604,8508,0.0,0,8,2020-06-05 19:00:00,6.228196914027274,4010,62.2,-174.6795
114,417600,0.62957763671875,1.5421870779529172,25712,1.4737437774409727,26546,8508,0.0,0,4,2020-06-05 20:00:00,6.252442936077014,4010,62.2,-174.6795
115,421200,0.6060791015625,1.6322648934973358,25596,1.5445162127138587,26452,8508,0.0,0,7,2020-06-05 21:00:00,6.019074973848256,4010,62.2,-174.6795
116,424800,0.5926513671875,1.672012453360253,25545,1.6057249022858286,26371,8508,0.0,0,8,2020-06-05 22:00:00,5.885721852574679,4010,62.2,-174.6795
117,428400,0.5938720703125,1.695434789915339,25515,1.6057249022858286,26371,8508,0.0,0,8,2020-06-05 23:00:00,5.897844863599549,4010,62.2,-174.6795
118,432000,0.59967041015625,1.5724211329557534,25673,1.4985577390961566,26513,8508,0.0,0,8,2020-06-06 00:00:00,5.955429165967685,4010,62.2,-174.6795
119,435600,0.62469482421875,1.608925267802249,25626,1.537728072271932,26461,8508,0.0,0,5,2020-06-06 01:00:00,6.203950891977533,4010,62.2,-174.6795
120,439200,0.626220703125,1.8067194065464491,25373,1.742493461621848,26191,8508,0.0,0,11,2020-06-06 02:00:00,6.2191046557586205,4010,62.2,-174.6795
121,442800,0.68328857421875,1.8020031798585592,25379,1.7356303230444041,26200,8508,0.0,0,8,2020-06-06 03:00:00,6.785855421171322,4010,62.2,-174.6795
122,446400,0.69244384765625,1.859468702823449,25306,1.791373510920721,26127,8508,0.0,0,9,2020-06-06 04:00:00,6.876778003857851,4010,62.2,-174.6795
123,450000,0.701904296875,1.9274058102650429,25220,1.864942966253011,26031,8508,0.0,0,7,2020-06-06 05:00:00,6.970731339300598,4010,62.2,-174.6795
124,453600,0.689697265625,1.996396662225436,25133,1.9311047551640286,25945,8508,0.0,0,7,2020-06-06 06:00:00,6.849501229051892,4010,62.2,-174.6795
125,457200,0.69854736328125,1.9948076719298342,25135,1.9326462923596637,25943,8508,0.0,0,7,2020-06-06 07:00:00,6.937393058982204,4010,62.2,-174.6795
126,460800,0.682373046875,1.9821008310948969,25151,1.9210879727743873,25958,8508,0.0,0,9,2020-06-06 08:00:00,6.776763162902668,4010,62.2,-174.6795
127,464400,0.67138671875,1.9036774728855903,25250,1.8411533337848027,26062,8508,0.0,0,8,2020-06-06 09:00:00,6.667656063678833,4010,62.2,-174.6795
128,468000,0.66253662109375,1.809077986985983,25370,1.739442855163702,26195,8508,0.0,0,8,2020-06-06 10:00:00,6.579764233748521,4010,62.2,-174.6795
129,471600,0.6671142578125,1.6688917962721916,25549,1.607995890725249,26368,8508,0.0,0,9,2020-06-06 11:00:00,6.6252255250917855,4010,62.2,-174.6795
130,475200,0.6683349609375,1.7674555209061964,25423,1.70363685474382,26242,8508,0.0,0,7,2020-06-06 12:00:00,6.637348536116656,4010,62.2,-174.6795
131,478800,0.6536865234375,1.8421308564264223,25328,1.78066966882335,26141,8508,0.0,0,6,2020-06-06 13:00:00,6.491872403818209,4010,62.2,-174.6795
132,482400,0.64453125,1.829532074288636,25344,1.7082038742503869,26236,8508,0.0,0,8,2020-06-06 14:00:00,6.40094982113168,4010,62.2,-174.6795
133,486000,0.6494140625,1.8507976763202691,25317,1.791373510920721,26127,8508,0.0,0,7,2020-06-06 15:00:00,6.4494418652311625,4010,62.2,-174.6795
134,489600,0.6597900390625,1.7611813028624965,25431,1.7051590659783074,26240,8508,0.0,0,7,2020-06-06 16:00:00,6.552487458942562,4010,62.2,-174.6795
135,493200,0.6573486328125,1.7533416292973811,25441,1.6914637917714117,26258,8508,0.0,0,7,2020-06-06 17:00:00,6.528241436892821,4010,62.2,-174.6795
136,496800,0.6512451171875,1.7705934568317616,25419,1.7043979442880755,26241,8508,0.0,0,7,2020-06-06 18:00:00,6.467626381768468,4010,62.2,-174.6795
137,500400,0.6390380859375,1.6252597995284077,25605,1.559610137690413,26432,8508,0.0,0,7,2020-06-06 19:00:00,6.346396271519762,4010,62.2,-174.6795
138,504000,0.63507080078125,1.4895935768971071,25780,1.4189735277151954,26619,8508,0.0,0,5,2020-06-06 20:00:00,6.3069964856889325,4010,62.2,-174.6795
139,507600,0.60943603515625,1.648620815379502,25575,1.5747167253246062,26412,8508,0.0,0,6,2020-06-06 21:00:00,6.05241325416665,4010,62.2,-174.6795
140,511200,0.57586669921875,1.7181056347389472,25486,1.646646565773267,26317,8508,0.0,0,5,2020-06-06 22:00:00,5.719030450982708,4010,62.2,-174.6795
141,514800,0.59173583984375,1.766671123077458,25424,1.6960277267585298,26252,8508,0.0,0,4,2020-06-06 23:00:00,5.876629594306026,4010,62.2,-174.6795
142,518400,0.5908203125,1.4517912604221124,25829,1.4047455547423056,26638,8508,0.0,0,8,2020-06-07 00:00:00,5.8675373360373735,4010,62.2,-174.6795
143,522000,0.5926513671875,1.7941455685516416,25389,1.6899427369521618,26260,8508,0.0,0,3,2020-06-07 01:00:00,5.885721852574679,4010,62.2,-174.6795
144,525600,0.59478759765625,1.931363597888776,25215,1.858800701319126,26039,8508,0.0,0,6,2020-06-07 02:00:00,5.906937121868203,4010,62.2,-174.6795
145,529200,0.63232421875,2.0528974974324115,25062,1.984364045353061,25876,8508,0.0,0,4,2020-06-07 03:00:00,6.279719710882974,4010,62.2,-174.6795
146,532800,0.654296875,2.077622971804601,25031,2.0098915537391235,25843,8508,0.0,0,7,2020-06-07 04:00:00,6.497933909330644,4010,62.2,-174.6795
147,536400,0.67230224609375,1.9226576217351408,25226,1.8549628477811098,26044,8508,0.0,0,7,2020-06-07 05:00:00,6.676748321947486,4010,62.2,-174.6795
148,540000,0.6939697265625,2.077622971804601,25031,2.015311124755783,25836,8508,0.0,0,6,2020-06-07 06:00:00,6.8919317676389396,4010,62.2,-174.6795
149,543600,0.70281982421875,2.1327800952176403,24962,2.061831461770282,25776,8508,0.0,0,6,2020-06-07 07:00:00,6.9798235975692515,4010,62.2,-174.6795
150,547200,0.70068359375,2.1191748632961662,24979,2.054069742000479,25786,8508,0.0,0,7,2020-06-07 08:00:00,6.958608328275727,4010,62.2,-174.6795
151,550800,0.7012939453125,2.288776717541623,24768,2.20211596820576,25596,8508,0.0,0,8,2020-06-07 09:00:00,6.964669833788163,4010,62.2,-174.6795
152,554400,0.6756591796875,2.3843302939404225,24650,2.2946749890786577,25478,8508,0.0,0,9,2020-06-07 10:00:00,6.71008660226588,4010,62.2,-174.6795
153,558000,0.67230224609375,2.0274102314305082,25094,1.972000057737091,25892,8508,0.0,0,5,2020-06-07 11:00:00,6.676748321947486,4010,62.2,-174.6795
154,561600,0.6866455078125,1.899725811278131,25255,1.7684444835904856,26157,8508,0.0,0,9,2020-06-07 12:00:00,6.8191937014897155,4010,62.2,-174.6795
155,565200,0.6671142578125,2.241190434114344,24827,2.157574533739705,25653,8508,0.0,0,10,2020-06-07 13:00:00,6.6252255250917855,4010,62.2,-174.6795
156,568800,0.6494140625,2.023431125426498,25099,1.9149265622752978,25966,8508,0.0,0,10,2020-06-07 14:00:00,6.4494418652311625,4010,62.2,-174.6795
157,572400,0.65704345703125,2.156012923099638,24933,2.068819863892031,25767,8508,0.0,0,7,2020-06-07 15:00:00,6.525210684136604,4010,62.2,-174.6795
158,576000,0.650634765625,2.1487995064778147,24942,2.0734803019458923,25761,8508,0.0,0,7,2020-06-07 16:00:00,6.461564876256033,4010,62.2,-174.6795
159,579600,0.66650390625,2.0856062279506205,25021,2.04165792759062,25802,8508,0.0,0,6,2020-06-07 17:00:00,6.61916401957935,4010,62.2,-174.6795
160,583200,0.65673828125,2.1199748847313913,24978,2.057950184745607,25781,8508,0.0,0,6,2020-06-07 18:00:00,6.522179931380386,4010,62.2,-174.6795
161,586800,0.64697265625,2.077622971804601,25031,2.0067953865206505,25847,8508,0.0,0,6,2020-06-07 19:00:00,6.425195843181421,4010,62.2,-174.6795
162,590400,0.6341552734375,2.059274993463589,25054,1.9866832364050424,25873,8508,0.0,0,6,2020-06-07 20:00:00,6.29790422742028,4010,62.2,-174.6795
163,594000,0.62774658203125,2.0888005282967015,25017,2.0067953865206505,25847,8508,0.0,0,6,2020-06-07 21:00:00,6.234258419539709,4010,62.2,-174.6795
164,597600,0.61370849609375,2.1656353373156776,24921,2.0835820466324435,25748,8508,0.0,0,6,2020-06-07 22:00:00,6.094843792753697,4010,62.2,-174.6795
165,601200,0.5950927734375,2.2106084704938667,24865,2.127161978801041,25692,8508,0.0,0,5,2020-06-07 23:00:00,5.90996787462442,4010,62.2,-174.6795
166,604800,0.57769775390625,2.117574927739838,24981,2.0393316621683084,25805,8508,0.0,0,7,2020-06-08 00:00:00,5.737214967520014,4010,62.2,-174.6795
167,608400,0.59661865234375,2.1873047047666887,24894,2.1146998336515708,25708,8508,0.0,0,5,2020-06-08 01:00:00,5.925121638405509,4010,62.2,-174.6795
168,612000,0.6109619140625,2.193730299889353,24886,2.1139212350586263,25709,8508,0.0,0,5,2020-06-08 02:00:00,6.067567017947738,4010,62.2,-174.6795
169,615600,0.623779296875,2.4062660852035833,24623,2.3230079674399917,25442,8508,0.0,0,7,2020-06-08 03:00:00,6.194858633708879,4010,62.2,-174.6795
170,619200,0.6402587890625,2.417650779828705,24609,2.390872590957258,25356,8508,0.0,0,6,2020-06-08 04:00:00,6.358519282544632,4010,62.2,-174.6795
